['[\'[\\\'[\\\\\\\'["[\\\\\\\\\\\\\\', '\'\\\'\\\\\\\'"\\\\\\\\\\\\\\\'B_er', '\'\\\'\\\\\\\'"\\\\\\\\\\\\\\\'I\\\\\\', '\'\\\'"\\\\\\\'err_I\\\\\\\']",', '\'"\\\'l_Fe\\\']",\',', '"\'err_l_Fe\']",', "'d']", 'err_d']
1.2195 0.0366 491.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2240 0.0367 493.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2300 0.0369 495.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2345 0.0370 497.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2435 0.0373 500.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2525 0.0376 503.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2555 0.0377 504.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2600 0.0378 506.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2615 0.0378 507.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2645 0.0379 509.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2720 0.0382 511.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2840 0.0385 514.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2870 0.0386 516.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2900 0.0387 518.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.2960 0.0389 520.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3005 0.0390 521.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3020 0.0391 523.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3095 0.0393 524.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3140 0.0394 527.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3185 0.0396 529.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3200 0.0396 530.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3230 0.0397 531.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3275 0.0398 532.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3320 0.0400 534.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3365 0.0401 535.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3395 0.0402 536.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3425 0.0403 538.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3470 0.0404 539.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3545 0.0406 542.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3620 0.0409 544.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3725 0.0412 547.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3800 0.0414 550.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3845 0.0415 553.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3890 0.0417 554.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.3965 0.0419 556.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4010 0.0420 558.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4055 0.0422 560.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4085 0.0423 561.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4130 0.0424 562.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4205 0.0426 564.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4250 0.0427 566.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4280 0.0428 568.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4325 0.0430 570.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4400 0.0432 572.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4475 0.0434 574.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4535 0.0436 576.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4580 0.0437 578.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4655 0.0440 581.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4715 0.0441 583.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4865 0.0446 587.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.4970 0.0449 591.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5060 0.0452 594.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5150 0.0454 597.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5240 0.0457 600.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5315 0.0459 603.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5390 0.0462 606.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5525 0.0466 609.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5690 0.0471 614.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5810 0.0474 618.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5900 0.0477 622.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.5990 0.0480 625.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6065 0.0482 628.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6125 0.0484 630.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6275 0.0488 634.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6320 0.0490 636.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6395 0.0492 639.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6440 0.0493 640.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6485 0.0495 642.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6530 0.0496 644.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6590 0.0498 646.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6620 0.0499 647.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6665 0.0500 648.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6725 0.0502 650.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6755 0.0503 651.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6800 0.0504 653.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6875 0.0506 655.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.6935 0.0508 657.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7040 0.0511 660.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7070 0.0512 661.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7220 0.0517 664.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7220 0.0517 666.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7235 0.0517 667.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7280 0.0518 667.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7355 0.0521 670.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7490 0.0525 673.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7610 0.0528 676.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7835 0.0535 682.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.7970 0.0539 687.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8135 0.0544 692.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8225 0.0547 696.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8300 0.0549 699.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8405 0.0552 701.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8525 0.0556 704.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8615 0.0558 707.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8690 0.0561 710.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8765 0.0563 713.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8810 0.0564 714.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8840 0.0565 716.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8885 0.0567 717.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.8960 0.0569 719.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9140 0.0574 723.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9305 0.0579 727.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9410 0.0582 731.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9425 0.0583 733.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9485 0.0585 734.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9515 0.0585 736.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9560 0.0587 736.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9560 0.0587 737.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9605 0.0588 738.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9650 0.0590 739.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9680 0.0590 740.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9695 0.0591 741.5000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9740 0.0592 743.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9860 0.0596 745.0000 0.5000 0.4770 0.0040 0.0020 0.0001
1.9950 0.0599 747.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0070 0.0602 750.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0175 0.0605 753.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0250 0.0607 755.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0250 0.0607 756.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0250 0.0607 757.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0280 0.0608 758.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0400 0.0612 760.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0505 0.0615 762.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0625 0.0619 766.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0715 0.0621 768.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0775 0.0623 770.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0865 0.0626 772.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.0925 0.0628 774.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1030 0.0631 777.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1120 0.0634 780.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1225 0.0637 782.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1360 0.0641 785.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1450 0.0644 788.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1510 0.0645 790.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1540 0.0646 792.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1660 0.0650 794.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1720 0.0652 796.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1825 0.0655 799.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1840 0.0655 800.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1870 0.0656 801.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1975 0.0659 803.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.1990 0.0660 804.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2065 0.0662 805.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2140 0.0664 807.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2230 0.0667 809.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2305 0.0669 811.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2365 0.0671 813.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2455 0.0674 815.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2500 0.0675 817.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2560 0.0677 818.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2635 0.0679 820.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2710 0.0681 821.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.2950 0.0688 826.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3040 0.0691 829.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3055 0.0692 830.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3085 0.0693 831.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3115 0.0693 832.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3205 0.0696 834.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3340 0.0700 836.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3430 0.0703 839.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3640 0.0709 843.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3745 0.0712 846.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3835 0.0715 849.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3820 0.0715 849.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3820 0.0715 850.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3835 0.0715 850.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3865 0.0716 850.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.3925 0.0718 851.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.4060 0.0722 854.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.4225 0.0727 857.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.4315 0.0729 860.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.4375 0.0731 862.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.4555 0.0737 864.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.4795 0.0744 870.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.4915 0.0747 873.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.5065 0.0752 876.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.5260 0.0758 880.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.5440 0.0763 884.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.5545 0.0766 887.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.5740 0.0772 891.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.5980 0.0779 895.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.6145 0.0784 899.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.6325 0.0790 903.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.6505 0.0795 907.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.6715 0.0801 911.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.6880 0.0806 914.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.7120 0.0814 919.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.7285 0.0819 922.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.7450 0.0824 926.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.7675 0.0830 930.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.7945 0.0838 934.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8050 0.0842 937.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8140 0.0844 939.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8320 0.0850 942.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8500 0.0855 946.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8620 0.0859 948.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8680 0.0860 949.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8755 0.0863 950.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8845 0.0865 952.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8965 0.0869 954.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9115 0.0873 956.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9190 0.0876 958.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9325 0.0880 960.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9400 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9400 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9385 0.0882 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9370 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 962.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9355 0.0881 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9340 0.0880 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9310 0.0879 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9310 0.0879 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9295 0.0879 961.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9295 0.0879 961.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9250 0.0877 961.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9235 0.0877 961.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9220 0.0877 960.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9205 0.0876 960.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9190 0.0876 960.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9175 0.0875 960.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9175 0.0875 960.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9160 0.0875 960.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9130 0.0874 960.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9100 0.0873 959.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9040 0.0871 959.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9025 0.0871 959.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.9010 0.0870 959.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8995 0.0870 959.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8995 0.0870 959.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8980 0.0869 959.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8965 0.0869 959.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8980 0.0869 959.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8965 0.0869 958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8935 0.0868 958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8935 0.0868 958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8935 0.0868 958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8935 0.0868 958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8905 0.0867 958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8905 0.0867 958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8890 0.0867 958.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8905 0.0867 958.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8875 0.0866 958.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8860 0.0866 958.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8845 0.0865 957.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8785 0.0864 957.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8710 0.0861 957.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8710 0.0861 956.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8680 0.0860 956.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8650 0.0859 956.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8650 0.0859 956.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8650 0.0859 956.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8620 0.0859 956.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8620 0.0859 955.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8590 0.0858 956.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8560 0.0857 955.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8545 0.0856 955.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8515 0.0855 955.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8500 0.0855 954.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8485 0.0855 954.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8425 0.0853 954.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8410 0.0852 954.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8380 0.0851 953.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8320 0.0850 953.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8290 0.0849 952.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8230 0.0847 952.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8215 0.0846 952.0000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8185 0.0846 951.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8170 0.0845 951.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8155 0.0845 951.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8155 0.0845 951.5000 0.5000 0.4770 0.0040 0.0020 0.0001
2.8095 0.0843 951.0000 0.5000 0.4770 0.0040 0.0020 0.0001
