MIN=0	-3	-1000	0	
MAX=320	3	1000	5	
SCALE=100	1	500	1	
DEC=1	3	0	3	
DEF="Zeit" t / s	"Strom" I_A1 / A	"Magn. Flussdichte" B_B1 / mT	"Frequenz" f / Hz	
67,001	0,0015	-62	NAN	
67,101	-0,0015	-62,5	NAN	
67,201	0,0015	-62,5	NAN	
67,301	-0,0015	-62	NAN	
67,401	0	-62	NAN	
67,501	0	-62	NAN	
67,601	0,0015	-62,5	NAN	
67,701	0	-62,5	NAN	
67,801	0	-62	NAN	
67,901	0	-62,5	NAN	
68,001	0	-62	NAN	
68,101	-0,0015	-62	NAN	
68,201	0	-62,5	NAN	
68,301	0	-62,5	NAN	
68,401	-0,0015	-62,5	NAN	
68,501	-0,0015	-62,5	NAN	
68,601	0	-62	NAN	
68,701	0	-62	NAN	
68,801	0	-62,5	NAN	
68,901	0	-62	NAN	
69,001	0,0015	-62	NAN	
69,101	-0,0015	-62	NAN	
69,201	0,0015	-62	NAN	
69,301	0	-62,5	NAN	
69,401	0,0015	-62,5	NAN	
69,501	0	-62	NAN	
69,601	0,0015	-62,5	NAN	
69,701	-0,0015	-62	NAN	
69,801	0,0015	-62	NAN	
69,901	0	-62	NAN	
70,001	-0,0015	-62	NAN	
70,101	0	-62,5	NAN	
70,201	0	-62,5	NAN	
70,301	0,0015	-62	NAN	
70,401	0	-62,5	NAN	
70,501	0	-62	NAN	
70,601	-0,0015	-62,5	NAN	
70,701	0	-62	NAN	
70,801	0	-62	NAN	
70,901	-0,0015	-62,5	NAN	
71,001	0	-62	NAN	
71,101	0	-62	NAN	
71,201	0,0015	-62	NAN	
71,301	0,0015	-62	NAN	
71,401	0	-62	NAN	
71,501	0	-62	NAN	
71,601	-0,0015	-62	NAN	
71,701	0,0015	-62	NAN	
71,801	0	-62	NAN	
71,901	0	-62	NAN	
72,001	0	-62,5	NAN	
72,101	0	-62,5	NAN	
72,201	0	-62	NAN	
72,301	-0,0015	-62,5	NAN	
72,401	-0,0015	-62,5	NAN	
72,501	0,0015	-62	NAN	
72,601	0,0015	-62	NAN	
72,701	0,0015	-62	NAN	
72,801	0	-62	NAN	
72,901	0,0015	-62	NAN	
73,001	0,0015	-62,5	NAN	
73,101	0,0015	-62,5	NAN	
