#H err_H B err_B
283609355.6144886017 11327776.5567700807 -85.0000000000 2.5500000000
276936201.8160862327 11061240.6510096304 -83.0000000000 2.4900000000
270263041.7283757329 10794704.7341762614 -81.0000000000 2.4300000000
260253306.3137911558 10394900.8672308978 -78.0000000000 2.3400000000
256916734.1315711141 10261632.9226553589 -77.0000000000 2.3100000000
238565563.5444552898 9528659.1859664656 -71.5000000000 2.1450000000
231892400.3120907247 9262123.2635966428 -69.5000000000 2.0850000000
221882677.4761224389 8862319.4187971205 -66.5000000000 1.9950000000
215209514.2437578738 8595783.4964272976 -64.5000000000 1.9350000000
211872932.6275755763 8462515.5352423862 -63.5000000000 1.9050000000
211872932.6275755763 8462515.5352423862 -63.5000000000 1.9050000000
210204641.8194844127 8395881.5546499304 -63.0000000000 1.8900000000
210204638.6748303473 8395881.5491134711 -63.0000000000 1.8900000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
208536354.1560473740 8329247.5795939351 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868057.0586480498 8262613.5879285596 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
208536347.8667391837 8329247.5685210163 -62.5000000000 1.8750000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
206868063.3479562104 8262613.5990014784 -62.0000000000 1.8600000000
206868060.2033021450 8262613.5934650190 -62.0000000000 1.8600000000
208536351.0113932788 8329247.5740574757 -62.5000000000 1.8750000000
205199781.9738273323 8195979.6350184018 -61.5000000000 1.8450000000
193521771.4744220078 7729541.8151628925 -58.0000000000 1.7400000000
190185186.7135856450 7596273.8484415226 -57.0000000000 1.7100000000
173502306.9345609844 6929934.0923451195 -52.0000000000 1.5600000000
151814551.5866087675 6063692.3889349122 -45.5000000000 1.3650000000
135131662.3736218512 5397352.6162291644 -40.5000000000 1.2150000000
123453639.2956001759 4930914.7742278613 -37.0000000000 1.1100000000
115112191.5444526076 4597744.8823385416 -34.5000000000 1.0350000000
111775616.2175785005 4464476.9322265750 -33.5000000000 1.0050000000
105102459.2745220810 4197941.0209297156 -31.5000000000 0.9450000000
91756154.8223715276 3664869.2149454276 -27.5000000000 0.8250000000
85082991.5900069475 3398333.2925756620 -25.5000000000 0.7650000000
83414707.0712239742 3331699.3230561619 -25.0000000000 0.7500000000
76741559.5621298403 3065163.4283687687 -23.0000000000 0.6900000000
68400118.1002904475 2731993.5475525074 -20.5000000000 0.6150000000
58390382.6857058406 2332189.6806074115 -17.5000000000 0.5250000000
51717222.5979953483 2065653.7637742599 -15.5000000000 0.4650000000
45044071.9442471117 1799117.8635506278 -13.5000000000 0.4050000000
38370911.8565366119 1532581.9467176567 -11.5000000000 0.3450000000
35034336.5296624973 1399313.9966059690 -10.5000000000 0.3150000000
30029467.2500431463 1199412.0603655686 -9.0000000000 0.2700000000
16683165.9425466824 666340.2599208829 -5.0000000000 0.1500000000
-10009446.1064085122 399803.3576041217 3.0000000000 0.0900000000
-26692338.4640495330 1066143.1358385819 8.0000000000 0.2400000000
-38370361.5420712084 1532580.9778385498 11.5000000000 0.3450000000
-48380093.8120017350 1932384.8392468232 14.5000000000 0.4350000000
-60058113.7453693151 2398822.6757112728 18.0000000000 0.5400000000
-73404424.4868280441 2931894.4927682811 22.0000000000 0.6600000000
-83414156.7567585707 3331698.3541770070 25.0000000000 0.7500000000
-100097039.6804373264 3998038.1158097209 30.0000000000 0.9000000000
-121784791.8837354332 4864279.8136833552 36.5000000000 1.0950000000
-143472540.9423794448 5730521.5060206112 43.0000000000 1.2900000000
-160155430.1553663909 6396861.2787263542 48.0000000000 1.4400000000
-175170028.5602621734 6996567.0708396723 52.5000000000 1.5750000000
-183511479.4560638368 7329736.9682654459 55.0000000000 1.6500000000
-191852927.2072113752 7662906.8601547796 57.5000000000 1.7250000000
-196857790.1975225508 7862808.7853227789 59.0000000000 1.7700000000
-203530943.9959248602 8129344.6910832264 61.0000000000 1.8300000000
-213540673.1212013066 8529148.5469556749 64.0000000000 1.9200000000
-221882117.7276947796 8862318.4333085716 66.5000000000 1.9950000000
-231891849.9976252913 9262122.2947174702 69.5000000000 2.0850000000
-240233291.4594646692 9595292.1755339243 72.0000000000 2.1600000000
-245238163.8837381303 9795194.1173112690 73.5000000000 2.2050000000
-248574742.3552663326 9928462.0729597174 74.5000000000 2.2350000000
-251911320.8267945349 10061730.0286081694 75.5000000000 2.2650000000
-256916180.6724516153 10261631.9482397269 77.0000000000 2.3100000000
-260252762.2886339128 10394899.9094246235 78.0000000000 2.3400000000
-266925916.0870362222 10661435.8151850794 80.0000000000 2.4000000000
-275267363.8381837606 10994605.7070744298 82.5000000000 2.4750000000
-281940514.4919320345 11261141.6072984375 84.5000000000 2.5350000000
-291950243.6172084808 11660945.4631708991 87.5000000000 2.6250000000
-300291688.2237018943 11994115.3495238051 90.0000000000 2.7000000000
-308633132.8301953673 12327285.2358767129 92.5000000000 2.7750000000
-313637998.9651606679 12527187.1665811669 94.0000000000 2.8200000000
-325316012.6092200279 12993624.9919731859 97.5000000000 2.9250000000
-340330611.0141158700 13593330.7840865515 102.0000000000 3.0600000000
-350340340.1393922567 13993134.6399590168 105.0000000000 3.1500000000
-360350078.6986309886 14392938.5124408249 108.0000000000 3.2400000000
-368691523.3051244617 14726108.3987937365 110.5000000000 3.3150000000
-382037824.6126209497 15259180.1992417593 114.5000000000 3.4350000000
-395384132.2094255686 15792252.0107626803 118.5000000000 3.5550000000
-412067018.2777584195 16458591.7779320553 123.5000000000 3.7050000000
-428749904.3460912704 17124931.5451014303 128.5000000000 3.8550000000
-442096221.3768581748 17658003.3732317016 132.5000000000 3.9750000000
-448769372.0306063890 17924539.2734557129 134.5000000000 4.0350000000
-458779104.3005369306 18324343.1348646283 137.5000000000 4.1250000000
-465452258.0989392400 18590879.0406250879 139.5000000000 4.1850000000
-475461996.6581779122 18990682.9131069034 142.5000000000 4.2750000000
-482135147.3119261861 19257218.8133309186 144.5000000000 4.3350000000
-488808307.3996366858 19523754.7301642746 146.5000000000 4.3950000000
-493813167.2452937365 19723656.6497958377 148.0000000000 4.4400000000
-500486324.1883501410 19990192.5610927492 150.0000000000 4.5000000000
-507159481.1314065456 20256728.4723896571 152.0000000000 4.5600000000
-515500922.5932459235 20589898.3532061242 154.5000000000 4.6350000000
-518837501.0647741556 20723166.3088545799 155.5000000000 4.6650000000
-522174082.6809564233 20856434.2700394876 156.5000000000 4.6950000000
-523842367.1997393966 20923068.2395590395 157.0000000000 4.7100000000
-530515520.9981417656 21189604.1453195028 159.0000000000 4.7700000000
-538856962.4599810839 21522774.0261359699 161.5000000000 4.8450000000
-547198400.7771663666 21855943.9014159814 164.0000000000 4.9200000000
-555539848.5283139944 22189113.7933053486 166.5000000000 4.9950000000
-560544714.6632791758 22389015.7240098082 168.0000000000 5.0400000000
-565549587.0875526667 22588917.6657871641 169.5000000000 5.0850000000
-568886156.1251186132 22722185.6048262715 170.5000000000 5.1150000000
-577227600.7316120863 23055355.4911791906 173.0000000000 5.1900000000
-587237329.8568885326 23455159.3470516577 176.0000000000 5.2800000000
-607256788.1074414253 24254767.0587965958 182.0000000000 5.4600000000
-622271386.5123372078 24854472.8509099744 186.5000000000 5.5950000000
-635617694.1091418266 25387544.6624308974 190.5000000000 5.7150000000
-648964004.8506004810 25920616.4794882759 194.5000000000 5.8350000000
-657305449.4570939541 26253786.3658411950 197.0000000000 5.9100000000
-670651753.9092445374 26786858.1718256660 201.0000000000 6.0300000000
-682329770.6979581118 27253296.0027541406 204.5000000000 6.1350000000
-694007796.9206337929 27719733.8502919674 208.0000000000 6.2400000000
-702349238.3824732304 28052903.7311084345 210.5000000000 6.3150000000
-712358973.7970578671 28452707.5980538018 213.5000000000 6.4050000000
-725705278.2492083311 28985779.4040382765 217.5000000000 6.5250000000
-734046719.7110477686 29318949.2848547436 220.0000000000 6.6000000000
-740719882.9434123039 29585485.2072245590 222.0000000000 6.6600000000
-745724749.0783776045 29785387.1379290186 223.5000000000 6.7050000000
-750729615.2133429050 29985289.0686334781 225.0000000000 6.7500000000
-757402765.8670910597 30251824.9688574895 227.0000000000 6.8100000000
-765744207.3289304972 30584994.8496739566 229.5000000000 6.8850000000
-777422230.4069521427 31051432.6916753314 233.0000000000 6.9900000000
-787431956.3875744343 31451236.5420113504 236.0000000000 7.0800000000
-799109979.4655961990 31917674.3840127215 239.5000000000 7.1850000000
-810787993.1096556187 32384112.2094047479 243.0000000000 7.2900000000
-822466013.0430231094 32850550.0458696708 246.5000000000 7.3950000000
-835812323.7844818830 33383621.8629270457 250.5000000000 7.5150000000
-847490343.7178494930 33850059.6993919760 254.0000000000 7.6200000000
-855831788.3243429661 34183229.5857448950 256.5000000000 7.6950000000
-862504942.1227452755 34449765.4915053546 258.5000000000 7.7550000000
-870846386.7292387486 34782935.3778582737 261.0000000000 7.8300000000
-882524403.5179522038 35249373.2087867409 264.5000000000 7.9350000000
-892534135.7878826857 35649177.0701956674 267.5000000000 8.0250000000
-900875580.3943761587 35982346.9565485790 270.0000000000 8.1000000000
-910885306.3749985695 36382150.8068846017 273.0000000000 8.1900000000
-922563323.1637120247 36848588.6378130764 276.5000000000 8.2950000000
-934241346.2417336702 37315026.4798144549 280.0000000000 8.4000000000
-947587653.8385384083 37848098.2913353816 284.0000000000 8.5200000000
-957597386.1084688902 38247902.1527443007 287.0000000000 8.6100000000
-965938827.5703082085 38581072.0335607678 289.5000000000 8.6850000000
-975948556.6955846548 38980875.8894332424 292.5000000000 8.7750000000
-987626576.6289522648 39447313.7258981615 296.0000000000 8.8800000000
-995968024.3800998926 39780483.6177875325 298.5000000000 8.9550000000
-1005977753.5053763390 40180287.4736600071 301.5000000000 9.0450000000
-1017655773.4387438297 40646725.3101249263 305.0000000000 9.1500000000
-1029333783.9381492138 41113163.1299804971 308.5000000000 9.2550000000
-1041011803.8715167046 41579600.9664454237 312.0000000000 9.3600000000
-1052689826.9495384693 42046038.8084467947 315.5000000000 9.4650000000
-1062699556.0748149157 42445842.6643192694 318.5000000000 9.5550000000
-1072709285.2000913620 42845646.5201917365 321.5000000000 9.6450000000
-1082719020.6146759987 43245450.3871371076 324.5000000000 9.7350000000
-1096065328.2114806175 43778522.1986580417 328.5000000000 9.8550000000
-1107743341.8555400372 44244960.0240500644 332.0000000000 9.9600000000
-1114416501.9432504177 44511495.9408834279 334.0000000000 10.0200000000
-1119421368.0782158375 44711397.8715878874 335.5000000000 10.0650000000
-1122757949.6943979263 44844665.8327727988 336.5000000000 10.0950000000
-1129431100.3481462002 45111201.7329968140 338.5000000000 10.1550000000
-1136104251.0018944740 45377737.6332208216 340.5000000000 10.2150000000
-1144445692.4637339115 45710907.5140372887 343.0000000000 10.2900000000
-1151118849.4067902565 45977443.4253342077 345.0000000000 10.3500000000
-1157792000.0605385303 46243979.3255582228 347.0000000000 10.4100000000
-1166133444.6670320034 46577149.2119111344 349.5000000000 10.4850000000
-1182816308.7227861881 47243488.9403253719 354.5000000000 10.6350000000
-1201167485.5992102623 47976462.6880872101 360.0000000000 10.8000000000
-1212845511.8218860626 48442900.5356250256 363.5000000000 10.9050000000
-1219518671.9095964432 48709436.4524583966 365.5000000000 10.9650000000
-1226191825.7079987526 48975972.3582188636 367.5000000000 11.0250000000
-1232864976.3617470264 49242508.2584428787 369.5000000000 11.0850000000
-1246211280.8138976097 49775580.0644273534 373.5000000000 11.2050000000
-1256221013.0838279724 50175383.9258362725 376.5000000000 11.2950000000
-1264562454.5456674099 50508553.8066527396 379.0000000000 11.3700000000
-1269567323.8252868652 50708455.7428936586 380.5000000000 11.4150000000
-1276240477.6236891747 50974991.6486541182 382.5000000000 11.4750000000
-1284581912.7962203026 51308161.5183976814 385.0000000000 11.5500000000
-1297928220.3930249214 51841233.3299186081 389.0000000000 11.6700000000
-1306269664.9995183945 52174403.2162715271 391.5000000000 11.7450000000
-1311274534.2791378498 52374305.1525124386 393.0000000000 11.7900000000
-1314611106.4613578320 52507573.0970879942 394.0000000000 11.8200000000
-1321284260.2597601414 52774109.0028484613 396.0000000000 11.8800000000
-1331293986.2403824329 53173912.8531844765 399.0000000000 11.9700000000
-1341303715.3656589985 53573716.7090569437 402.0000000000 12.0600000000
-1347976869.1640613079 53840252.6148174107 404.0000000000 12.1200000000
-1357986601.4339919090 54240056.4762263373 407.0000000000 12.2100000000
-1367996327.4146142006 54639860.3265623674 410.0000000000 12.3000000000
-1381342631.8667647839 55172932.1325468346 414.0000000000 12.4200000000
-1391352364.1366951466 55572735.9939557537 417.0000000000 12.5100000000
-1403030384.0700628757 56039173.8304206803 420.5000000000 12.6150000000
-1408035247.0603740215 56239075.7555886880 422.0000000000 12.6600000000
-1416376691.6668674946 56572245.6419416070 424.5000000000 12.7350000000
-1426386417.6474897861 56972049.4922776222 427.5000000000 12.8250000000
-1436396149.9174203873 57371853.3536865413 430.5000000000 12.9150000000
-1443069300.5711684227 57638389.2539105639 432.5000000000 12.9750000000
-1448074166.7061338425 57838291.1846150234 434.0000000000 13.0200000000
-1453079032.8410990238 58038193.1153194830 435.5000000000 13.0650000000
-1459752186.6395013332 58304729.0210799426 437.5000000000 13.1250000000
-1464757049.6298124790 58504630.9462479576 439.0000000000 13.1700000000
-1474766781.8997430801 58904434.8076568767 442.0000000000 13.2600000000
-1481439932.5534913540 59170970.7078808919 444.0000000000 13.3200000000
-1489781374.0153307915 59504140.5886973515 446.5000000000 13.3950000000
-1496454527.8137331009 59770676.4944578260 448.5000000000 13.4550000000
-1503127675.3228271008 60037212.3891453817 450.5000000000 13.5150000000
-1514805692.1115405560 60503650.2200738564 454.0000000000 13.6200000000
-1523147136.7180340290 60836820.1064267829 456.5000000000 13.6950000000
-1533156865.8433105946 61236623.9622992501 459.5000000000 13.7850000000
-1539830019.6417129040 61503159.8680597171 461.5000000000 13.8450000000
-1549839742.4776811600 61902963.7128592804 464.5000000000 13.9350000000
-1561517759.2663946152 62369401.5437877551 468.0000000000 14.0400000000
-1571527488.3916711807 62769205.3996602297 471.0000000000 14.1300000000
-1579868923.5642023087 63102375.2694037929 473.5000000000 14.2050000000
-1586542086.7965669632 63368911.1917736158 475.5000000000 14.2650000000
-1594883528.2584061623 63702081.0725900754 478.0000000000 14.3400000000
-1601556678.9121544361 63968616.9728140980 480.0000000000 14.4000000000
-1609898117.2293398380 64301786.8480941057 482.5000000000 14.4750000000
-1618239558.6911792755 64634956.7289105803 485.0000000000 14.5500000000
-1624912718.7788896561 64901492.6457439363 487.0000000000 14.6100000000
-1629917575.4798927307 65101394.5598390400 488.5000000000 14.6550000000
-1639927307.7498230934 65501198.4212479740 491.5000000000 14.7450000000
-1644932170.7401342392 65701100.3464159742 493.0000000000 14.7900000000
-1651605321.3938825130 65967636.2466399893 495.0000000000 14.8500000000
-1659946766.0003759861 66300806.1329929084 497.5000000000 14.9250000000
-1669956491.9809985161 66700609.9833289310 500.5000000000 15.0150000000
-1678297927.1535296440 67033779.8530724943 503.0000000000 15.0900000000
-1683302793.2884948254 67233681.7837769687 504.5000000000 15.1350000000
-1689975947.0868971348 67500217.6895374209 506.5000000000 15.1950000000
-1693312525.5584254265 67633485.6451858729 507.5000000000 15.2250000000
-1698317391.6933906078 67833387.5758903325 509.0000000000 15.2700000000
-1706658830.0105760098 68166557.4511703700 511.5000000000 15.3450000000
-1716668549.7018899918 68566361.2904334813 514.5000000000 15.4350000000
-1723341706.6449465752 68832897.2017303854 516.5000000000 15.4950000000
-1728346572.7799117565 69032799.1324348450 518.0000000000 15.5400000000
-1735019723.4336600304 69299335.0326588601 520.0000000000 15.6000000000
-1740024586.4239711761 69499236.9578268677 521.5000000000 15.6450000000
-1745029455.7035906315 69699138.8940677792 523.0000000000 15.6900000000
-1750034312.4045934677 69899040.8081628978 524.5000000000 15.7350000000
-1758375757.0110869408 70232210.6945158243 527.0000000000 15.8100000000
-1766717201.6175804138 70565380.5808687359 529.5000000000 15.8850000000
-1770053780.0891087055 70698648.5365171880 530.5000000000 15.9150000000
-1771722064.6078915596 70765282.5060367435 531.0000000000 15.9300000000
-1776726927.5982027054 70965184.4312047362 532.5000000000 15.9750000000
-1781731790.5885140896 71165086.3563727587 534.0000000000 16.0200000000
-1786736653.5788252354 71364988.2815407813 535.5000000000 16.0650000000
-1790073228.9056992531 71498256.2316527665 536.5000000000 16.0950000000
-1795078095.0406646729 71698158.1623572409 538.0000000000 16.1400000000
-1800082958.0309758186 71898060.0875252336 539.5000000000 16.1850000000
-1808424396.3481609821 72231229.9628052711 542.0000000000 16.2600000000
-1816765834.6653463840 72564399.8380852938 544.5000000000 16.3350000000
-1825107266.6932234764 72897569.7022923976 547.0000000000 16.4100000000
-1835116995.8184998035 73297373.5581648648 550.0000000000 16.5000000000
-1845126731.2330844402 73697177.4251102358 553.0000000000 16.5900000000
-1850131594.2233955860 73897079.3502782434 554.5000000000 16.6350000000
-1856804741.7324898243 74163615.2449658066 556.5000000000 16.6950000000
-1863477895.5308921337 74430151.1507262737 558.5000000000 16.7550000000
-1868482758.5212032795 74630053.0758942813 560.0000000000 16.8000000000
-1873487624.6561684608 74829955.0065987408 561.5000000000 16.8450000000
-1876824196.8383886814 74963222.9511743039 562.5000000000 16.8750000000
-1883497344.3474826813 75229758.8458618671 564.5000000000 16.9350000000
-1890170498.1458849907 75496294.7516223341 566.5000000000 16.9950000000
-1896843655.0889415741 75762830.6629192382 568.5000000000 17.0550000000
-1901848518.0792527199 75962732.5880872607 570.0000000000 17.1000000000
-1908521665.5883467197 76229268.4827748090 572.0000000000 17.1600000000
-1916863103.9055321217 76562438.3580548316 574.5000000000 17.2350000000
-1921867963.7511892319 76762340.2776863873 576.0000000000 17.2800000000
-1930209408.3576827049 77095510.1640393138 578.5000000000 17.3550000000
-1938550846.6748678684 77428680.0393193215 581.0000000000 17.4300000000
-1945223997.3286161423 77695215.9395433366 583.0000000000 17.4900000000
-1958570292.3468043804 78228287.7289184630 587.0000000000 17.6100000000
-1971916596.7989549637 78761359.5349029452 591.0000000000 17.7300000000
-1981926322.7795772552 79161163.3852389604 594.0000000000 17.8200000000
-1993604339.5682907104 79627601.2161674351 597.5000000000 17.9250000000
-2003614065.5489132404 80027405.0665034503 600.5000000000 18.0150000000
-2011955503.8660984039 80360574.9417834729 603.0000000000 18.0900000000
-2021965232.9913749695 80760378.7976559401 606.0000000000 18.1800000000
-2031974949.5380349159 81160182.6313825995 609.0000000000 18.2700000000
-2048657823.0277514458 81826522.3764061928 614.0000000000 18.4200000000
-2063672415.1433391571 82426228.1574466676 618.5000000000 18.5550000000
-2075350431.9320526123 82892665.9883751422 622.0000000000 18.6600000000
-2087028448.7207660675 83359103.8193036169 625.5000000000 18.7650000000
-2095369887.0379514694 83692273.6945836395 628.0000000000 18.8400000000
-2102043037.6916995049 83958809.5948076546 630.0000000000 18.9000000000
-2117057623.5179791451 84558515.3647752255 634.5000000000 19.0350000000
-2123730777.3163814545 84825051.2705356926 636.5000000000 19.0950000000
-2132072215.6335666180 85158221.1458157152 639.0000000000 19.1700000000
-2137077078.6238777637 85358123.0709837228 640.5000000000 19.2150000000
-2143750232.4222800732 85624658.9767441750 642.5000000000 19.2750000000
-2148755095.4125914574 85824560.9019121975 644.0000000000 19.3200000000
-2155428246.0663394928 86091096.8021362126 646.0000000000 19.3800000000
-2158764821.3932137489 86224364.7522482127 647.0000000000 19.4100000000
-2163769684.3835248947 86424266.6774162203 648.5000000000 19.4550000000
-2168774544.2291817665 86624168.5970477909 650.0000000000 19.5000000000
-2173779410.3641471863 86824070.5277522504 651.5000000000 19.5450000000
-2178784273.3544583321 87023972.4529202580 653.0000000000 19.5900000000
-2185457420.8635525703 87290508.3476078212 655.0000000000 19.6500000000
-2192130571.5173006058 87557044.2478318363 657.0000000000 19.7100000000
-2202140294.3532691002 87956848.0926313996 660.0000000000 19.8000000000
-2207145160.4882345200 88156750.0233358592 661.5000000000 19.8450000000
-2217154873.8902401924 88556553.8515260816 664.5000000000 19.9350000000
-2223828037.1226048470 88823089.7738959044 666.5000000000 19.9950000000
-2225496324.7860417366 88889723.7489519119 667.0000000000 20.0100000000
-2227164606.1601705551 88956357.7129350007 667.5000000000 20.0250000000
-2235506044.4773559570 89289527.5882150084 670.0000000000 20.1000000000
-2245515761.0240163803 89689331.4219416827 673.0000000000 20.1900000000
