#I	err_I	B	err_B	l	err_l	d	err_d
0.6885	0.001	399.5	11.985	0.477	0.004	0.002	0.00005
0.6825	0.001	397	11.91	0.477	0.004	0.002	0.00005
0.675	0.001	394	11.82	0.477	0.004	0.002	0.00005
0.6705	0.001	392	11.76	0.477	0.004	0.002	0.00005
0.663	0.001	389	11.67	0.477	0.004	0.002	0.00005
0.651	0.001	385	11.55	0.477	0.004	0.002	0.00005
0.651	0.001	383	11.49	0.477	0.004	0.002	0.00005
0.648	0.001	382.5	11.475	0.477	0.004	0.002	0.00005
0.6465	0.001	382	11.46	0.477	0.004	0.002	0.00005
0.648	0.001	381.5	11.445	0.477	0.004	0.002	0.00005
0.648	0.001	380.5	11.415	0.477	0.004	0.002	0.00005
0.6465	0.001	380.5	11.415	0.477	0.004	0.002	0.00005
0.6465	0.001	380.5	11.415	0.477	0.004	0.002	0.00005
0.6465	0.001	380.5	11.415	0.477	0.004	0.002	0.00005
0.645	0.001	380	11.4	0.477	0.004	0.002	0.00005
0.645	0.001	380	11.4	0.477	0.004	0.002	0.00005
0.6375	0.001	378.5	11.355	0.477	0.004	0.002	0.00005
0.636	0.001	377	11.31	0.477	0.004	0.002	0.00005
0.633	0.001	376	11.28	0.477	0.004	0.002	0.00005
0.6225	0.001	373.5	11.205	0.477	0.004	0.002	0.00005
0.621	0.001	371.5	11.145	0.477	0.004	0.002	0.00005
0.618	0.001	369	11.07	0.477	0.004	0.002	0.00005
0.612	0.001	367	11.01	0.477	0.004	0.002	0.00005
0.6045	0.001	364.5	10.935	0.477	0.004	0.002	0.00005
0.6015	0.001	363	10.89	0.477	0.004	0.002	0.00005
0.597	0.001	360.5	10.815	0.477	0.004	0.002	0.00005
0.5925	0.001	358.5	10.755	0.477	0.004	0.002	0.00005
0.585	0.001	356.5	10.695	0.477	0.004	0.002	0.00005
0.5835	0.001	355	10.65	0.477	0.004	0.002	0.00005
0.5775	0.001	353	10.59	0.477	0.004	0.002	0.00005
0.5685	0.001	349.5	10.485	0.477	0.004	0.002	0.00005
0.5595	0.001	346.5	10.395	0.477	0.004	0.002	0.00005
0.555	0.001	343.5	10.305	0.477	0.004	0.002	0.00005
0.549	0.001	340	10.2	0.477	0.004	0.002	0.00005
0.5445	0.001	339	10.17	0.477	0.004	0.002	0.00005
0.543	0.001	338	10.14	0.477	0.004	0.002	0.00005
0.546	0.001	337	10.11	0.477	0.004	0.002	0.00005
0.5415	0.001	336.5	10.095	0.477	0.004	0.002	0.00005
0.5355	0.001	335	10.05	0.477	0.004	0.002	0.00005
0.531	0.001	332.5	9.975	0.477	0.004	0.002	0.00005
0.5265	0.001	331	9.93	0.477	0.004	0.002	0.00005
0.525	0.001	330	9.9	0.477	0.004	0.002	0.00005
0.5205	0.001	328.5	9.855	0.477	0.004	0.002	0.00005
0.5175	0.001	326.5	9.795	0.477	0.004	0.002	0.00005
0.5145	0.001	324.5	9.735	0.477	0.004	0.002	0.00005
0.51	0.001	323	9.69	0.477	0.004	0.002	0.00005
0.507	0.001	321.5	9.645	0.477	0.004	0.002	0.00005
0.5025	0.001	320	9.6	0.477	0.004	0.002	0.00005
0.4995	0.001	318.5	9.555	0.477	0.004	0.002	0.00005
0.4965	0.001	317	9.51	0.477	0.004	0.002	0.00005
0.495	0.001	315.5	9.465	0.477	0.004	0.002	0.00005
0.4935	0.001	315	9.45	0.477	0.004	0.002	0.00005
0.4875	0.001	313	9.39	0.477	0.004	0.002	0.00005
0.4845	0.001	311.5	9.345	0.477	0.004	0.002	0.00005
0.4785	0.001	309	9.27	0.477	0.004	0.002	0.00005
0.4725	0.001	306.5	9.195	0.477	0.004	0.002	0.00005
0.4725	0.001	305	9.15	0.477	0.004	0.002	0.00005
0.462	0.001	302.5	9.075	0.477	0.004	0.002	0.00005
0.4575	0.001	299.5	8.985	0.477	0.004	0.002	0.00005
0.4515	0.001	296	8.88	0.477	0.004	0.002	0.00005
0.447	0.001	294	8.82	0.477	0.004	0.002	0.00005
0.444	0.001	292.5	8.775	0.477	0.004	0.002	0.00005
0.4425	0.001	291.5	8.745	0.477	0.004	0.002	0.00005
0.438	0.001	291	8.73	0.477	0.004	0.002	0.00005
0.4335	0.001	288.5	8.655	0.477	0.004	0.002	0.00005
0.4245	0.001	284.5	8.535	0.477	0.004	0.002	0.00005
0.4155	0.001	281.5	8.445	0.477	0.004	0.002	0.00005
0.411	0.001	277.5	8.325	0.477	0.004	0.002	0.00005
0.4035	0.001	274.5	8.235	0.477	0.004	0.002	0.00005
0.399	0.001	272.5	8.175	0.477	0.004	0.002	0.00005
0.3975	0.001	271	8.13	0.477	0.004	0.002	0.00005
0.3915	0.001	268.5	8.055	0.477	0.004	0.002	0.00005
0.387	0.001	266.5	7.995	0.477	0.004	0.002	0.00005
0.384	0.001	264.5	7.935	0.477	0.004	0.002	0.00005
0.378	0.001	262	7.86	0.477	0.004	0.002	0.00005
0.3735	0.001	259.5	7.785	0.477	0.004	0.002	0.00005
0.369	0.001	257.5	7.725	0.477	0.004	0.002	0.00005
0.3645	0.001	256	7.68	0.477	0.004	0.002	0.00005
0.3615	0.001	254.5	7.635	0.477	0.004	0.002	0.00005
0.357	0.001	252	7.56	0.477	0.004	0.002	0.00005
0.354	0.001	250	7.5	0.477	0.004	0.002	0.00005
0.3495	0.001	248.5	7.455	0.477	0.004	0.002	0.00005
0.3465	0.001	245.5	7.365	0.477	0.004	0.002	0.00005
0.336	0.001	242	7.26	0.477	0.004	0.002	0.00005
0.3255	0.001	236.5	7.095	0.477	0.004	0.002	0.00005
0.3165	0.001	232.5	6.975	0.477	0.004	0.002	0.00005
0.3135	0.001	231	6.93	0.477	0.004	0.002	0.00005
0.3105	0.001	229.5	6.885	0.477	0.004	0.002	0.00005
0.306	0.001	227.5	6.825	0.477	0.004	0.002	0.00005
0.2955	0.001	223	6.69	0.477	0.004	0.002	0.00005
0.2925	0.001	220	6.6	0.477	0.004	0.002	0.00005
0.283	0.001	217	6.51	0.477	0.004	0.002	0.00005
0.2835	0.001	215	6.45	0.477	0.004	0.002	0.00005
0.2805	0.001	214	6.42	0.477	0.004	0.002	0.00005
0.279	0.001	212.5	6.375	0.477	0.004	0.002	0.00005
0.2745	0.001	211	6.33	0.477	0.004	0.002	0.00005
0.273	0.001	210	6.3	0.477	0.004	0.002	0.00005
0.2715	0.001	208.5	6.255	0.477	0.004	0.002	0.00005
0.264	0.001	206.5	6.195	0.477	0.004	0.002	0.00005
0.261	0.001	204.5	6.135	0.477	0.004	0.002	0.00005
0.2565	0.001	201.5	6.045	0.477	0.004	0.002	0.00005
0.2445	0.001	196.5	5.895	0.477	0.004	0.002	0.00005
0.237	0.001	193.5	5.805	0.477	0.004	0.002	0.00005
0.234	0.001	191	5.73	0.477	0.004	0.002	0.00005
0.2265	0.001	188.5	5.655	0.477	0.004	0.002	0.00005
0.2235	0.001	185	5.55	0.477	0.004	0.002	0.00005
0.2175	0.001	183.5	5.505	0.477	0.004	0.002	0.00005
0.219	0.001	182.5	5.475	0.477	0.004	0.002	0.00005
0.213	0.001	180.5	5.415	0.477	0.004	0.002	0.00005
0.207	0.001	178	5.34	0.477	0.004	0.002	0.00005
0.2055	0.001	176.5	5.295	0.477	0.004	0.002	0.00005
0.204	0.001	175.5	5.265	0.477	0.004	0.002	0.00005
0.2025	0.001	174.5	5.235	0.477	0.004	0.002	0.00005
0.189	0.001	169.5	5.085	0.477	0.004	0.002	0.00005
0.1785	0.001	165	4.95	0.477	0.004	0.002	0.00005
0.1755	0.001	162	4.86	0.477	0.004	0.002	0.00005
0.174	0.001	160.5	4.815	0.477	0.004	0.002	0.00005
0.1725	0.001	159.5	4.785	0.477	0.004	0.002	0.00005
0.1695	0.001	158.5	4.755	0.477	0.004	0.002	0.00005
0.165	0.001	157	4.71	0.477	0.004	0.002	0.00005
0.1575	0.001	154	4.62	0.477	0.004	0.002	0.00005
0.1455	0.001	148.5	4.455	0.477	0.004	0.002	0.00005
0.135	0.001	143	4.29	0.477	0.004	0.002	0.00005
0.117	0.001	134.5	4.035	0.477	0.004	0.002	0.00005
0.1125	0.001	131	3.93	0.477	0.004	0.002	0.00005
0.1095	0.001	129	3.87	0.477	0.004	0.002	0.00005
0.105	0.001	127	3.81	0.477	0.004	0.002	0.00005
0.102	0.001	125	3.75	0.477	0.004	0.002	0.00005
0.1005	0.001	124	3.72	0.477	0.004	0.002	0.00005
0.0975	0.001	122	3.66	0.477	0.004	0.002	0.00005
0.09	0.001	120	3.6	0.477	0.004	0.002	0.00005
0.0915	0.001	118.5	3.555	0.477	0.004	0.002	0.00005
0.0825	0.001	117	3.51	0.477	0.004	0.002	0.00005
0.084	0.001	114.5	3.435	0.477	0.004	0.002	0.00005
0.0825	0.001	113.5	3.405	0.477	0.004	0.002	0.00005
0.0795	0.001	112.5	3.375	0.477	0.004	0.002	0.00005
0.075	0.001	111	3.33	0.477	0.004	0.002	0.00005
0.066	0.001	107	3.21	0.477	0.004	0.002	0.00005
0.063	0.001	104.5	3.135	0.477	0.004	0.002	0.00005
0.0555	0.001	102	3.06	0.477	0.004	0.002	0.00005
0.054	0.001	101	3.03	0.477	0.004	0.002	0.00005
0.0495	0.001	99	2.97	0.477	0.004	0.002	0.00005
0.051	0.001	98	2.94	0.477	0.004	0.002	0.00005
0.039	0.001	95.5	2.865	0.477	0.004	0.002	0.00005
0.0375	0.001	92	2.76	0.477	0.004	0.002	0.00005
0.0315	0.001	90	2.7	0.477	0.004	0.002	0.00005
0.03	0.001	88.5	2.655	0.477	0.004	0.002	0.00005
0.027	0.001	86	2.58	0.477	0.004	0.002	0.00005
0.0195	0.001	85	2.55	0.477	0.004	0.002	0.00005
0.0075	0.001	78	2.34	0.477	0.004	0.002	0.00005
0.009	0.001	77	2.31	0.477	0.004	0.002	0.00005
0.0075	0.001	76	2.28	0.477	0.004	0.002	0.00005
0.009	0.001	76	2.28	0.477	0.004	0.002	0.00005
0.006	0.001	75.5	2.265	0.477	0.004	0.002	0.00005
0.006	0.001	75	2.25	0.477	0.004	0.002	0.00005
0.003	0.001	74	2.22	0.477	0.004	0.002	0.00005
-0.0015	0.001	73	2.19	0.477	0.004	0.002	0.00005
0	0.001	72.5	2.175	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0.0015	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	72	2.16	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	72	2.16	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	72	2.16	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	72	2.16	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
0	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.0015	0.001	71.5	2.145	0.477	0.004	0.002	0.00005
-0.006	0.001	70.5	2.115	0.477	0.004	0.002	0.00005
-0.0105	0.001	68.5	2.055	0.477	0.004	0.002	0.00005
-0.0105	0.001	67.5	2.025	0.477	0.004	0.002	0.00005
-0.012	0.001	67	2.01	0.477	0.004	0.002	0.00005
-0.009	0.001	67	2.01	0.477	0.004	0.002	0.00005
-0.0165	0.001	66	1.98	0.477	0.004	0.002	0.00005
-0.0255	0.001	62.5	1.875	0.477	0.004	0.002	0.00005
-0.0345	0.001	57.5	1.725	0.477	0.004	0.002	0.00005
-0.0375	0.001	55.5	1.665	0.477	0.004	0.002	0.00005
-0.039	0.001	54.5	1.635	0.477	0.004	0.002	0.00005
-0.0405	0.001	53	1.59	0.477	0.004	0.002	0.00005
-0.0465	0.001	50.5	1.515	0.477	0.004	0.002	0.00005
-0.0495	0.001	48.5	1.455	0.477	0.004	0.002	0.00005
-0.0525	0.001	47.5	1.425	0.477	0.004	0.002	0.00005
-0.0555	0.001	46	1.38	0.477	0.004	0.002	0.00005
-0.057	0.001	45	1.35	0.477	0.004	0.002	0.00005
-0.06	0.001	44	1.32	0.477	0.004	0.002	0.00005
-0.0645	0.001	42	1.26	0.477	0.004	0.002	0.00005
-0.0645	0.001	41	1.23	0.477	0.004	0.002	0.00005
-0.0645	0.001	40.5	1.215	0.477	0.004	0.002	0.00005
-0.0675	0.001	39.5	1.185	0.477	0.004	0.002	0.00005
-0.072	0.001	38.5	1.155	0.477	0.004	0.002	0.00005
-0.0735	0.001	36.5	1.095	0.477	0.004	0.002	0.00005
-0.075	0.001	36	1.08	0.477	0.004	0.002	0.00005
-0.0765	0.001	35	1.05	0.477	0.004	0.002	0.00005
-0.081	0.001	33.5	1.005	0.477	0.004	0.002	0.00005
-0.081	0.001	32.5	0.975	0.477	0.004	0.002	0.00005
-0.081	0.001	32	0.96	0.477	0.004	0.002	0.00005
-0.0825	0.001	32	0.96	0.477	0.004	0.002	0.00005
-0.084	0.001	31	0.93	0.477	0.004	0.002	0.00005
-0.087	0.001	30.5	0.915	0.477	0.004	0.002	0.00005
-0.09	0.001	29.5	0.885	0.477	0.004	0.002	0.00005
-0.09	0.001	28	0.84	0.477	0.004	0.002	0.00005
-0.093	0.001	27	0.81	0.477	0.004	0.002	0.00005
-0.093	0.001	26	0.78	0.477	0.004	0.002	0.00005
-0.0945	0.001	25.5	0.765	0.477	0.004	0.002	0.00005
-0.0975	0.001	24.5	0.735	0.477	0.004	0.002	0.00005
-0.0975	0.001	23.5	0.705	0.477	0.004	0.002	0.00005
-0.1005	0.001	23	0.69	0.477	0.004	0.002	0.00005
-0.102	0.001	22	0.66	0.477	0.004	0.002	0.00005
-0.1035	0.001	21	0.63	0.477	0.004	0.002	0.00005
-0.105	0.001	20.5	0.615	0.477	0.004	0.002	0.00005
-0.108	0.001	19.5	0.585	0.477	0.004	0.002	0.00005
-0.1155	0.001	16.5	0.495	0.477	0.004	0.002	0.00005
-0.129	0.001	10	0.3	0.477	0.004	0.002	0.00005
-0.1395	0.001	5	0.15	0.477	0.004	0.002	0.00005
-0.144	0.001	2.5	0.075	0.477	0.004	0.002	0.00005
-0.147	0.001	0.5	0.015	0.477	0.004	0.002	0.00005
-0.15	0.001	-0.5	0.015	0.477	0.004	0.002	0.00005
-0.153	0.001	-2.5	0.075	0.477	0.004	0.002	0.00005
-0.156	0.001	-5	0.15	0.477	0.004	0.002	0.00005
-0.162	0.001	-6.5	0.195	0.477	0.004	0.002	0.00005
-0.165	0.001	-8	0.24	0.477	0.004	0.002	0.00005
-0.1665	0.001	-9.5	0.285	0.477	0.004	0.002	0.00005
-0.171	0.001	-11	0.33	0.477	0.004	0.002	0.00005
-0.1755	0.001	-13.5	0.405	0.477	0.004	0.002	0.00005
-0.1815	0.001	-16	0.48	0.477	0.004	0.002	0.00005
-0.189	0.001	-19.5	0.585	0.477	0.004	0.002	0.00005
-0.195	0.001	-23	0.69	0.477	0.004	0.002	0.00005
-0.201	0.001	-25.5	0.765	0.477	0.004	0.002	0.00005
-0.2055	0.001	-28	0.84	0.477	0.004	0.002	0.00005
-0.2115	0.001	-31	0.93	0.477	0.004	0.002	0.00005
-0.219	0.001	-34.5	1.035	0.477	0.004	0.002	0.00005
-0.2205	0.001	-36	1.08	0.477	0.004	0.002	0.00005
-0.225	0.001	-38	1.14	0.477	0.004	0.002	0.00005
-0.2295	0.001	-39.5	1.185	0.477	0.004	0.002	0.00005
-0.231	0.001	-41	1.23	0.477	0.004	0.002	0.00005
-0.237	0.001	-43	1.29	0.477	0.004	0.002	0.00005
-0.24	0.001	-45.5	1.365	0.477	0.004	0.002	0.00005
-0.243	0.001	-47.5	1.425	0.477	0.004	0.002	0.00005
-0.243	0.001	-48	1.44	0.477	0.004	0.002	0.00005
-0.246	0.001	-48.5	1.455	0.477	0.004	0.002	0.00005
-0.246	0.001	-50	1.5	0.477	0.004	0.002	0.00005
-0.249	0.001	-50.5	1.515	0.477	0.004	0.002	0.00005
-0.2505	0.001	-51	1.53	0.477	0.004	0.002	0.00005
-0.2535	0.001	-52.5	1.575	0.477	0.004	0.002	0.00005
-0.255	0.001	-53.5	1.605	0.477	0.004	0.002	0.00005
-0.258	0.001	-55	1.65	0.477	0.004	0.002	0.00005
-0.2595	0.001	-56	1.68	0.477	0.004	0.002	0.00005
-0.2595	0.001	-56.5	1.695	0.477	0.004	0.002	0.00005
-0.261	0.001	-56.5	1.695	0.477	0.004	0.002	0.00005
-0.2625	0.001	-57.5	1.725	0.477	0.004	0.002	0.00005
-0.2625	0.001	-58	1.74	0.477	0.004	0.002	0.00005
-0.264	0.001	-58.5	1.755	0.477	0.004	0.002	0.00005
-0.264	0.001	-59.5	1.785	0.477	0.004	0.002	0.00005
-0.2685	0.001	-60	1.8	0.477	0.004	0.002	0.00005
-0.2715	0.001	-61.5	1.845	0.477	0.004	0.002	0.00005
-0.2745	0.001	-63	1.89	0.477	0.004	0.002	0.00005
-0.276	0.001	-64	1.92	0.477	0.004	0.002	0.00005
-0.276	0.001	-65	1.95	0.477	0.004	0.002	0.00005
-0.2775	0.001	-65.5	1.965	0.477	0.004	0.002	0.00005
-0.2775	0.001	-66	1.98	0.477	0.004	0.002	0.00005
-0.2805	0.001	-67	2.01	0.477	0.004	0.002	0.00005
-0.2835	0.001	-68	2.04	0.477	0.004	0.002	0.00005
-0.285	0.001	-69	2.07	0.477	0.004	0.002	0.00005
-0.2895	0.001	-70.5	2.115	0.477	0.004	0.002	0.00005
-0.2925	0.001	-72.5	2.175	0.477	0.004	0.002	0.00005
-0.2985	0.001	-74	2.22	0.477	0.004	0.002	0.00005
-0.3	0.001	-75.5	2.265	0.477	0.004	0.002	0.00005
-0.3015	0.001	-77	2.31	0.477	0.004	0.002	0.00005
-0.3045	0.001	-78.5	2.355	0.477	0.004	0.002	0.00005
-0.306	0.001	-79.5	2.385	0.477	0.004	0.002	0.00005
-0.312	0.001	-81	2.43	0.477	0.004	0.002	0.00005
-0.3135	0.001	-82.5	2.475	0.477	0.004	0.002	0.00005
-0.3165	0.001	-83.5	2.505	0.477	0.004	0.002	0.00005
-0.318	0.001	-85	2.55	0.477	0.004	0.002	0.00005
-0.3195	0.001	-85.5	2.565	0.477	0.004	0.002	0.00005
-0.321	0.001	-86.5	2.595	0.477	0.004	0.002	0.00005
-0.3255	0.001	-88	2.64	0.477	0.004	0.002	0.00005
-0.33	0.001	-89.5	2.685	0.477	0.004	0.002	0.00005
-0.336	0.001	-92.5	2.775	0.477	0.004	0.002	0.00005
-0.3405	0.001	-94.5	2.835	0.477	0.004	0.002	0.00005
-0.3435	0.001	-96.5	2.895	0.477	0.004	0.002	0.00005
-0.3495	0.001	-99	2.97	0.477	0.004	0.002	0.00005
-0.351	0.001	-101	3.03	0.477	0.004	0.002	0.00005
-0.354	0.001	-102.5	3.075	0.477	0.004	0.002	0.00005
-0.36	0.001	-104.5	3.135	0.477	0.004	0.002	0.00005
-0.369	0.001	-108	3.24	0.477	0.004	0.002	0.00005
-0.372	0.001	-110.5	3.315	0.477	0.004	0.002	0.00005
-0.3765	0.001	-111.5	3.345	0.477	0.004	0.002	0.00005
-0.375	0.001	-113	3.39	0.477	0.004	0.002	0.00005
-0.3795	0.001	-114	3.42	0.477	0.004	0.002	0.00005
-0.384	0.001	-116	3.48	0.477	0.004	0.002	0.00005
-0.3915	0.001	-118	3.54	0.477	0.004	0.002	0.00005
-0.396	0.001	-121	3.63	0.477	0.004	0.002	0.00005
-0.402	0.001	-124	3.72	0.477	0.004	0.002	0.00005
-0.408	0.001	-126.5	3.795	0.477	0.004	0.002	0.00005
-0.4125	0.001	-128.5	3.855	0.477	0.004	0.002	0.00005
-0.414	0.001	-130	3.9	0.477	0.004	0.002	0.00005
-0.414	0.001	-131	3.93	0.477	0.004	0.002	0.00005
-0.4185	0.001	-132.5	3.975	0.477	0.004	0.002	0.00005
-0.423	0.001	-134	4.02	0.477	0.004	0.002	0.00005
-0.4305	0.001	-137	4.11	0.477	0.004	0.002	0.00005
-0.438	0.001	-141.5	4.245	0.477	0.004	0.002	0.00005
-0.444	0.001	-144	4.32	0.477	0.004	0.002	0.00005
-0.447	0.001	-146	4.38	0.477	0.004	0.002	0.00005
-0.4515	0.001	-148	4.44	0.477	0.004	0.002	0.00005
-0.459	0.001	-151	4.53	0.477	0.004	0.002	0.00005
-0.468	0.001	-155	4.65	0.477	0.004	0.002	0.00005
-0.474	0.001	-158	4.74	0.477	0.004	0.002	0.00005
-0.4815	0.001	-161.5	4.845	0.477	0.004	0.002	0.00005
-0.4905	0.001	-165	4.95	0.477	0.004	0.002	0.00005
-0.4995	0.001	-170	5.1	0.477	0.004	0.002	0.00005
-0.51	0.001	-173.5	5.205	0.477	0.004	0.002	0.00005
-0.516	0.001	-177.5	5.325	0.477	0.004	0.002	0.00005
-0.5205	0.001	-180	5.4	0.477	0.004	0.002	0.00005
-0.525	0.001	-183	5.49	0.477	0.004	0.002	0.00005
-0.531	0.001	-185	5.55	0.477	0.004	0.002	0.00005
-0.5325	0.001	-187	5.61	0.477	0.004	0.002	0.00005
-0.537	0.001	-188.5	5.655	0.477	0.004	0.002	0.00005
