#I	err_I	B	err_B	l	err_l	d	err_d
0.3015	0.001	84.5	2.535	0.477	0.004	0.002	0.00005
0.309	0.001	87.5	2.625	0.477	0.004	0.002	0.00005
0.3135	0.001	90	2.7	0.477	0.004	0.002	0.00005
0.318	0.001	92.5	2.775	0.477	0.004	0.002	0.00005
0.321	0.001	94	2.82	0.477	0.004	0.002	0.00005
0.3315	0.001	97.5	2.925	0.477	0.004	0.002	0.00005
0.3405	0.001	102	3.06	0.477	0.004	0.002	0.00005
0.348	0.001	105	3.15	0.477	0.004	0.002	0.00005
0.351	0.001	108	3.24	0.477	0.004	0.002	0.00005
0.3555	0.001	110.5	3.315	0.477	0.004	0.002	0.00005
0.3675	0.001	114.5	3.435	0.477	0.004	0.002	0.00005
0.3765	0.001	118.5	3.555	0.477	0.004	0.002	0.00005
0.387	0.001	123.5	3.705	0.477	0.004	0.002	0.00005
0.3975	0.001	128.5	3.855	0.477	0.004	0.002	0.00005
0.402	0.001	132.5	3.975	0.477	0.004	0.002	0.00005
0.408	0.001	134.5	4.035	0.477	0.004	0.002	0.00005
0.414	0.001	137.5	4.125	0.477	0.004	0.002	0.00005
0.4185	0.001	139.5	4.185	0.477	0.004	0.002	0.00005
0.4215	0.001	142.5	4.275	0.477	0.004	0.002	0.00005
0.4275	0.001	144.5	4.335	0.477	0.004	0.002	0.00005
0.429	0.001	146.5	4.395	0.477	0.004	0.002	0.00005
0.435	0.001	148	4.44	0.477	0.004	0.002	0.00005
0.438	0.001	150	4.5	0.477	0.004	0.002	0.00005
0.441	0.001	152	4.56	0.477	0.004	0.002	0.00005
0.447	0.001	154.5	4.635	0.477	0.004	0.002	0.00005
0.4485	0.001	155.5	4.665	0.477	0.004	0.002	0.00005
0.4485	0.001	156.5	4.695	0.477	0.004	0.002	0.00005
0.4515	0.001	157	4.71	0.477	0.004	0.002	0.00005
0.456	0.001	159	4.77	0.477	0.004	0.002	0.00005
0.462	0.001	161.5	4.845	0.477	0.004	0.002	0.00005
0.4695	0.001	164	4.92	0.477	0.004	0.002	0.00005
0.4725	0.001	166.5	4.995	0.477	0.004	0.002	0.00005
0.4755	0.001	168	5.04	0.477	0.004	0.002	0.00005
0.4755	0.001	169.5	5.085	0.477	0.004	0.002	0.00005
0.4815	0.001	170.5	5.115	0.477	0.004	0.002	0.00005
0.486	0.001	173	5.19	0.477	0.004	0.002	0.00005
0.4935	0.001	176	5.28	0.477	0.004	0.002	0.00005
0.5085	0.001	182	5.46	0.477	0.004	0.002	0.00005
0.5175	0.001	186.5	5.595	0.477	0.004	0.002	0.00005
0.5265	0.001	190.5	5.715	0.477	0.004	0.002	0.00005
0.534	0.001	194.5	5.835	0.477	0.004	0.002	0.00005
0.5385	0.001	197	5.91	0.477	0.004	0.002	0.00005
0.549	0.001	201	6.03	0.477	0.004	0.002	0.00005
0.558	0.001	204.5	6.135	0.477	0.004	0.002	0.00005
0.5625	0.001	208	6.24	0.477	0.004	0.002	0.00005
0.5685	0.001	210.5	6.315	0.477	0.004	0.002	0.00005
0.573	0.001	213.5	6.405	0.477	0.004	0.002	0.00005
0.5835	0.001	217.5	6.525	0.477	0.004	0.002	0.00005
0.5895	0.001	220	6.6	0.477	0.004	0.002	0.00005
0.5895	0.001	222	6.66	0.477	0.004	0.002	0.00005
0.5925	0.001	223.5	6.705	0.477	0.004	0.002	0.00005
0.5955	0.001	225	6.75	0.477	0.004	0.002	0.00005
0.6015	0.001	227	6.81	0.477	0.004	0.002	0.00005
0.6075	0.001	229.5	6.885	0.477	0.004	0.002	0.00005
0.6135	0.001	233	6.99	0.477	0.004	0.002	0.00005
0.6225	0.001	236	7.08	0.477	0.004	0.002	0.00005
0.6285	0.001	239.5	7.185	0.477	0.004	0.002	0.00005
0.639	0.001	243	7.29	0.477	0.004	0.002	0.00005
0.6465	0.001	246.5	7.395	0.477	0.004	0.002	0.00005
0.654	0.001	250.5	7.515	0.477	0.004	0.002	0.00005
0.6615	0.001	254	7.62	0.477	0.004	0.002	0.00005
0.666	0.001	256.5	7.695	0.477	0.004	0.002	0.00005
0.6705	0.001	258.5	7.755	0.477	0.004	0.002	0.00005
0.675	0.001	261	7.83	0.477	0.004	0.002	0.00005
0.684	0.001	264.5	7.935	0.477	0.004	0.002	0.00005
0.69	0.001	267.5	8.025	0.477	0.004	0.002	0.00005
0.6945	0.001	270	8.1	0.477	0.004	0.002	0.00005
0.7035	0.001	273	8.19	0.477	0.004	0.002	0.00005
0.7125	0.001	276.5	8.295	0.477	0.004	0.002	0.00005
0.7185	0.001	280	8.4	0.477	0.004	0.002	0.00005
0.7275	0.001	284	8.52	0.477	0.004	0.002	0.00005
0.7335	0.001	287	8.61	0.477	0.004	0.002	0.00005
0.7395	0.001	289.5	8.685	0.477	0.004	0.002	0.00005
0.747	0.001	292.5	8.775	0.477	0.004	0.002	0.00005
0.7545	0.001	296	8.88	0.477	0.004	0.002	0.00005
0.7575	0.001	298.5	8.955	0.477	0.004	0.002	0.00005
0.765	0.001	301.5	9.045	0.477	0.004	0.002	0.00005
0.7725	0.001	305	9.15	0.477	0.004	0.002	0.00005
0.7845	0.001	308.5	9.255	0.477	0.004	0.002	0.00005
0.792	0.001	312	9.36	0.477	0.004	0.002	0.00005
0.798	0.001	315.5	9.465	0.477	0.004	0.002	0.00005
0.8055	0.001	318.5	9.555	0.477	0.004	0.002	0.00005
0.813	0.001	321.5	9.645	0.477	0.004	0.002	0.00005
0.8175	0.001	324.5	9.735	0.477	0.004	0.002	0.00005
0.8265	0.001	328.5	9.855	0.477	0.004	0.002	0.00005
0.837	0.001	332	9.96	0.477	0.004	0.002	0.00005
0.8385	0.001	334	10.02	0.477	0.004	0.002	0.00005
0.8415	0.001	335.5	10.065	0.477	0.004	0.002	0.00005
0.8415	0.001	336.5	10.095	0.477	0.004	0.002	0.00005
0.8475	0.001	338.5	10.155	0.477	0.004	0.002	0.00005
0.8535	0.001	340.5	10.215	0.477	0.004	0.002	0.00005
0.8595	0.001	343	10.29	0.477	0.004	0.002	0.00005
0.8625	0.001	345	10.35	0.477	0.004	0.002	0.00005
0.8685	0.001	347	10.41	0.477	0.004	0.002	0.00005
0.873	0.001	349.5	10.485	0.477	0.004	0.002	0.00005
0.894	0.001	354.5	10.635	0.477	0.004	0.002	0.00005
0.9045	0.001	360	10.8	0.477	0.004	0.002	0.00005
0.909	0.001	363.5	10.905	0.477	0.004	0.002	0.00005
0.9105	0.001	365.5	10.965	0.477	0.004	0.002	0.00005
0.915	0.001	367.5	11.025	0.477	0.004	0.002	0.00005
0.921	0.001	369.5	11.085	0.477	0.004	0.002	0.00005
0.9315	0.001	373.5	11.205	0.477	0.004	0.002	0.00005
0.9375	0.001	376.5	11.295	0.477	0.004	0.002	0.00005
0.9435	0.001	379	11.37	0.477	0.004	0.002	0.00005
0.945	0.001	380.5	11.415	0.477	0.004	0.002	0.00005
0.9495	0.001	382.5	11.475	0.477	0.004	0.002	0.00005
0.9585	0.001	385	11.55	0.477	0.004	0.002	0.00005
0.9675	0.001	389	11.67	0.477	0.004	0.002	0.00005
0.972	0.001	391.5	11.745	0.477	0.004	0.002	0.00005
0.9735	0.001	393	11.79	0.477	0.004	0.002	0.00005
0.978	0.001	394	11.82	0.477	0.004	0.002	0.00005
0.9825	0.001	396	11.88	0.477	0.004	0.002	0.00005
0.9915	0.001	399	11.97	0.477	0.004	0.002	0.00005
0.999	0.001	402	12.06	0.477	0.004	0.002	0.00005
1.0035	0.001	404	12.12	0.477	0.004	0.002	0.00005
1.0095	0.001	407	12.21	0.477	0.004	0.002	0.00005
1.0185	0.001	410	12.3	0.477	0.004	0.002	0.00005
1.029	0.001	414	12.42	0.477	0.004	0.002	0.00005
1.035	0.001	417	12.51	0.477	0.004	0.002	0.00005
1.0425	0.001	420.5	12.615	0.477	0.004	0.002	0.00005
1.047	0.001	422	12.66	0.477	0.004	0.002	0.00005
1.0515	0.001	424.5	12.735	0.477	0.004	0.002	0.00005
1.0605	0.001	427.5	12.825	0.477	0.004	0.002	0.00005
1.0665	0.001	430.5	12.915	0.477	0.004	0.002	0.00005
1.0725	0.001	432.5	12.975	0.477	0.004	0.002	0.00005
1.0755	0.001	434	13.02	0.477	0.004	0.002	0.00005
1.0785	0.001	435.5	13.065	0.477	0.004	0.002	0.00005
1.083	0.001	437.5	13.125	0.477	0.004	0.002	0.00005
1.0875	0.001	439	13.17	0.477	0.004	0.002	0.00005
1.0935	0.001	442	13.26	0.477	0.004	0.002	0.00005
1.0995	0.001	444	13.32	0.477	0.004	0.002	0.00005
1.1055	0.001	446.5	13.395	0.477	0.004	0.002	0.00005
1.11	0.001	448.5	13.455	0.477	0.004	0.002	0.00005
1.1175	0.001	450.5	13.515	0.477	0.004	0.002	0.00005
1.1265	0.001	454	13.62	0.477	0.004	0.002	0.00005
1.131	0.001	456.5	13.695	0.477	0.004	0.002	0.00005
1.1385	0.001	459.5	13.785	0.477	0.004	0.002	0.00005
1.143	0.001	461.5	13.845	0.477	0.004	0.002	0.00005
1.1535	0.001	464.5	13.935	0.477	0.004	0.002	0.00005
1.1625	0.001	468	14.04	0.477	0.004	0.002	0.00005
1.17	0.001	471	14.13	0.477	0.004	0.002	0.00005
1.179	0.001	473.5	14.205	0.477	0.004	0.002	0.00005
1.179	0.001	475.5	14.265	0.477	0.004	0.002	0.00005
1.185	0.001	478	14.34	0.477	0.004	0.002	0.00005
1.191	0.001	480	14.4	0.477	0.004	0.002	0.00005
1.1985	0.001	482.5	14.475	0.477	0.004	0.002	0.00005
1.2045	0.001	485	14.55	0.477	0.004	0.002	0.00005
1.206	0.001	487	14.61	0.477	0.004	0.002	0.00005
1.2135	0.001	488.5	14.655	0.477	0.004	0.002	0.00005
1.2195	0.001	491.5	14.745	0.477	0.004	0.002	0.00005
1.224	0.001	493	14.79	0.477	0.004	0.002	0.00005
1.23	0.001	495	14.85	0.477	0.004	0.002	0.00005
1.2345	0.001	497.5	14.925	0.477	0.004	0.002	0.00005
1.2435	0.001	500.5	15.015	0.477	0.004	0.002	0.00005
1.2525	0.001	503	15.09	0.477	0.004	0.002	0.00005
1.2555	0.001	504.5	15.135	0.477	0.004	0.002	0.00005
1.26	0.001	506.5	15.195	0.477	0.004	0.002	0.00005
1.2615	0.001	507.5	15.225	0.477	0.004	0.002	0.00005
1.2645	0.001	509	15.27	0.477	0.004	0.002	0.00005
1.272	0.001	511.5	15.345	0.477	0.004	0.002	0.00005
1.284	0.001	514.5	15.435	0.477	0.004	0.002	0.00005
1.287	0.001	516.5	15.495	0.477	0.004	0.002	0.00005
1.29	0.001	518	15.54	0.477	0.004	0.002	0.00005
1.296	0.001	520	15.6	0.477	0.004	0.002	0.00005
1.3005	0.001	521.5	15.645	0.477	0.004	0.002	0.00005
1.302	0.001	523	15.69	0.477	0.004	0.002	0.00005
1.3095	0.001	524.5	15.735	0.477	0.004	0.002	0.00005
1.314	0.001	527	15.81	0.477	0.004	0.002	0.00005
1.3185	0.001	529.5	15.885	0.477	0.004	0.002	0.00005
1.32	0.001	530.5	15.915	0.477	0.004	0.002	0.00005
1.323	0.001	531	15.93	0.477	0.004	0.002	0.00005
1.3275	0.001	532.5	15.975	0.477	0.004	0.002	0.00005
1.332	0.001	534	16.02	0.477	0.004	0.002	0.00005
1.3365	0.001	535.5	16.065	0.477	0.004	0.002	0.00005
1.3395	0.001	536.5	16.095	0.477	0.004	0.002	0.00005
1.3425	0.001	538	16.14	0.477	0.004	0.002	0.00005
1.347	0.001	539.5	16.185	0.477	0.004	0.002	0.00005
1.3545	0.001	542	16.26	0.477	0.004	0.002	0.00005
1.362	0.001	544.5	16.335	0.477	0.004	0.002	0.00005
1.3725	0.001	547	16.41	0.477	0.004	0.002	0.00005
1.38	0.001	550	16.5	0.477	0.004	0.002	0.00005
1.3845	0.001	553	16.59	0.477	0.004	0.002	0.00005
1.389	0.001	554.5	16.635	0.477	0.004	0.002	0.00005
1.3965	0.001	556.5	16.695	0.477	0.004	0.002	0.00005
1.401	0.001	558.5	16.755	0.477	0.004	0.002	0.00005
1.4055	0.001	560	16.8	0.477	0.004	0.002	0.00005
1.4085	0.001	561.5	16.845	0.477	0.004	0.002	0.00005
1.413	0.001	562.5	16.875	0.477	0.004	0.002	0.00005
1.4205	0.001	564.5	16.935	0.477	0.004	0.002	0.00005
1.425	0.001	566.5	16.995	0.477	0.004	0.002	0.00005
1.428	0.001	568.5	17.055	0.477	0.004	0.002	0.00005
1.4325	0.001	570	17.1	0.477	0.004	0.002	0.00005
1.44	0.001	572	17.16	0.477	0.004	0.002	0.00005
1.4475	0.001	574.5	17.235	0.477	0.004	0.002	0.00005
1.4535	0.001	576	17.28	0.477	0.004	0.002	0.00005
1.458	0.001	578.5	17.355	0.477	0.004	0.002	0.00005
1.4655	0.001	581	17.43	0.477	0.004	0.002	0.00005
1.4715	0.001	583	17.49	0.477	0.004	0.002	0.00005
1.4865	0.001	587	17.61	0.477	0.004	0.002	0.00005
1.497	0.001	591	17.73	0.477	0.004	0.002	0.00005
1.506	0.001	594	17.82	0.477	0.004	0.002	0.00005
1.515	0.001	597.5	17.925	0.477	0.004	0.002	0.00005
1.524	0.001	600.5	18.015	0.477	0.004	0.002	0.00005
1.5315	0.001	603	18.09	0.477	0.004	0.002	0.00005
1.539	0.001	606	18.18	0.477	0.004	0.002	0.00005
1.5525	0.001	609	18.27	0.477	0.004	0.002	0.00005
1.569	0.001	614	18.42	0.477	0.004	0.002	0.00005
1.581	0.001	618.5	18.555	0.477	0.004	0.002	0.00005
1.59	0.001	622	18.66	0.477	0.004	0.002	0.00005
1.599	0.001	625.5	18.765	0.477	0.004	0.002	0.00005
1.6065	0.001	628	18.84	0.477	0.004	0.002	0.00005
1.6125	0.001	630	18.9	0.477	0.004	0.002	0.00005
1.6275	0.001	634.5	19.035	0.477	0.004	0.002	0.00005
1.632	0.001	636.5	19.095	0.477	0.004	0.002	0.00005
1.6395	0.001	639	19.17	0.477	0.004	0.002	0.00005
1.644	0.001	640.5	19.215	0.477	0.004	0.002	0.00005
1.6485	0.001	642.5	19.275	0.477	0.004	0.002	0.00005
1.653	0.001	644	19.32	0.477	0.004	0.002	0.00005
1.659	0.001	646	19.38	0.477	0.004	0.002	0.00005
1.662	0.001	647	19.41	0.477	0.004	0.002	0.00005
1.6665	0.001	648.5	19.455	0.477	0.004	0.002	0.00005
1.6725	0.001	650	19.5	0.477	0.004	0.002	0.00005
1.6755	0.001	651.5	19.545	0.477	0.004	0.002	0.00005
1.68	0.001	653	19.59	0.477	0.004	0.002	0.00005
1.6875	0.001	655	19.65	0.477	0.004	0.002	0.00005
1.6935	0.001	657	19.71	0.477	0.004	0.002	0.00005
1.704	0.001	660	19.8	0.477	0.004	0.002	0.00005
1.707	0.001	661.5	19.845	0.477	0.004	0.002	0.00005
1.722	0.001	664.5	19.935	0.477	0.004	0.002	0.00005
1.722	0.001	666.5	19.995	0.477	0.004	0.002	0.00005
1.7235	0.001	667	20.01	0.477	0.004	0.002	0.00005
1.728	0.001	667.5	20.025	0.477	0.004	0.002	0.00005
1.7355	0.001	670	20.1	0.477	0.004	0.002	0.00005
1.749	0.001	673	20.19	0.477	0.004	0.002	0.00005
1.761	0.001	676.5	20.295	0.477	0.004	0.002	0.00005
1.7835	0.001	682.5	20.475	0.477	0.004	0.002	0.00005
1.797	0.001	687.5	20.625	0.477	0.004	0.002	0.00005
1.8135	0.001	692	20.76	0.477	0.004	0.002	0.00005
1.8225	0.001	696	20.88	0.477	0.004	0.002	0.00005
1.83	0.001	699	20.97	0.477	0.004	0.002	0.00005
1.8405	0.001	701.5	21.045	0.477	0.004	0.002	0.00005
1.8525	0.001	704.5	21.135	0.477	0.004	0.002	0.00005
1.8615	0.001	707.5	21.225	0.477	0.004	0.002	0.00005
1.869	0.001	710.5	21.315	0.477	0.004	0.002	0.00005
1.8765	0.001	713	21.39	0.477	0.004	0.002	0.00005
1.881	0.001	714.5	21.435	0.477	0.004	0.002	0.00005
1.884	0.001	716	21.48	0.477	0.004	0.002	0.00005
1.8885	0.001	717.5	21.525	0.477	0.004	0.002	0.00005
1.896	0.001	719	21.57	0.477	0.004	0.002	0.00005
1.914	0.001	723	21.69	0.477	0.004	0.002	0.00005
1.9305	0.001	727.5	21.825	0.477	0.004	0.002	0.00005
1.941	0.001	731	21.93	0.477	0.004	0.002	0.00005
1.9425	0.001	733	21.99	0.477	0.004	0.002	0.00005
1.9485	0.001	734.5	22.035	0.477	0.004	0.002	0.00005
1.9515	0.001	736	22.08	0.477	0.004	0.002	0.00005
1.956	0.001	736.5	22.095	0.477	0.004	0.002	0.00005
1.956	0.001	737.5	22.125	0.477	0.004	0.002	0.00005
1.9605	0.001	738	22.14	0.477	0.004	0.002	0.00005
1.965	0.001	739.5	22.185	0.477	0.004	0.002	0.00005
1.968	0.001	740.5	22.215	0.477	0.004	0.002	0.00005
1.9695	0.001	741.5	22.245	0.477	0.004	0.002	0.00005
1.974	0.001	743	22.29	0.477	0.004	0.002	0.00005
1.986	0.001	745	22.35	0.477	0.004	0.002	0.00005
1.995	0.001	747.5	22.425	0.477	0.004	0.002	0.00005
2.007	0.001	750.5	22.515	0.477	0.004	0.002	0.00005
2.0175	0.001	753.5	22.605	0.477	0.004	0.002	0.00005
2.025	0.001	755.5	22.665	0.477	0.004	0.002	0.00005
2.025	0.001	756.5	22.695	0.477	0.004	0.002	0.00005
2.025	0.001	757.5	22.725	0.477	0.004	0.002	0.00005
2.028	0.001	758	22.74	0.477	0.004	0.002	0.00005
2.04	0.001	760	22.8	0.477	0.004	0.002	0.00005
2.0505	0.001	762.5	22.875	0.477	0.004	0.002	0.00005
2.0625	0.001	766	22.98	0.477	0.004	0.002	0.00005
2.0715	0.001	768.5	23.055	0.477	0.004	0.002	0.00005
2.0775	0.001	770.5	23.115	0.477	0.004	0.002	0.00005
2.0865	0.001	772.5	23.175	0.477	0.004	0.002	0.00005
2.0925	0.001	774.5	23.235	0.477	0.004	0.002	0.00005
2.103	0.001	777	23.31	0.477	0.004	0.002	0.00005
2.112	0.001	780	23.4	0.477	0.004	0.002	0.00005
2.1225	0.001	782.5	23.475	0.477	0.004	0.002	0.00005
2.136	0.001	785.5	23.565	0.477	0.004	0.002	0.00005
2.145	0.001	788.5	23.655	0.477	0.004	0.002	0.00005
2.151	0.001	790.5	23.715	0.477	0.004	0.002	0.00005
2.154	0.001	792	23.76	0.477	0.004	0.002	0.00005
2.166	0.001	794	23.82	0.477	0.004	0.002	0.00005
2.172	0.001	796.5	23.895	0.477	0.004	0.002	0.00005
2.1825	0.001	799	23.97	0.477	0.004	0.002	0.00005
2.184	0.001	800	24	0.477	0.004	0.002	0.00005
2.187	0.001	801	24.03	0.477	0.004	0.002	0.00005
2.1975	0.001	803	24.09	0.477	0.004	0.002	0.00005
2.199	0.001	804	24.12	0.477	0.004	0.002	0.00005
2.2065	0.001	805	24.15	0.477	0.004	0.002	0.00005
2.214	0.001	807	24.21	0.477	0.004	0.002	0.00005
2.223	0.001	809	24.27	0.477	0.004	0.002	0.00005
2.2305	0.001	811	24.33	0.477	0.004	0.002	0.00005
2.2365	0.001	813	24.39	0.477	0.004	0.002	0.00005
2.2455	0.001	815.5	24.465	0.477	0.004	0.002	0.00005
2.25	0.001	817	24.51	0.477	0.004	0.002	0.00005
2.256	0.001	818.5	24.555	0.477	0.004	0.002	0.00005
2.2635	0.001	820	24.6	0.477	0.004	0.002	0.00005
2.271	0.001	821.5	24.645	0.477	0.004	0.002	0.00005
2.295	0.001	826	24.78	0.477	0.004	0.002	0.00005
2.304	0.001	829.5	24.885	0.477	0.004	0.002	0.00005
2.3055	0.001	830.5	24.915	0.477	0.004	0.002	0.00005
2.3085	0.001	831.5	24.945	0.477	0.004	0.002	0.00005
2.3115	0.001	832.5	24.975	0.477	0.004	0.002	0.00005
2.3205	0.001	834	25.02	0.477	0.004	0.002	0.00005
2.334	0.001	836.5	25.095	0.477	0.004	0.002	0.00005
2.343	0.001	839	25.17	0.477	0.004	0.002	0.00005
2.364	0.001	843	25.29	0.477	0.004	0.002	0.00005
2.3745	0.001	846.5	25.395	0.477	0.004	0.002	0.00005
2.3835	0.001	849	25.47	0.477	0.004	0.002	0.00005
2.382	0.001	849.5	25.485	0.477	0.004	0.002	0.00005
2.382	0.001	850	25.5	0.477	0.004	0.002	0.00005
2.3835	0.001	850.5	25.515	0.477	0.004	0.002	0.00005
2.3865	0.001	850.5	25.515	0.477	0.004	0.002	0.00005
2.3925	0.001	851.5	25.545	0.477	0.004	0.002	0.00005
2.406	0.001	854	25.62	0.477	0.004	0.002	0.00005
2.4225	0.001	857.5	25.725	0.477	0.004	0.002	0.00005
2.4315	0.001	860	25.8	0.477	0.004	0.002	0.00005
2.4375	0.001	862	25.86	0.477	0.004	0.002	0.00005
2.4555	0.001	864.5	25.935	0.477	0.004	0.002	0.00005
2.4795	0.001	870	26.1	0.477	0.004	0.002	0.00005
2.4915	0.001	873.5	26.205	0.477	0.004	0.002	0.00005
2.5065	0.001	876.5	26.295	0.477	0.004	0.002	0.00005
2.526	0.001	880.5	26.415	0.477	0.004	0.002	0.00005
2.544	0.001	884.5	26.535	0.477	0.004	0.002	0.00005
2.5545	0.001	887.5	26.625	0.477	0.004	0.002	0.00005
2.574	0.001	891	26.73	0.477	0.004	0.002	0.00005
2.598	0.001	895.5	26.865	0.477	0.004	0.002	0.00005
2.6145	0.001	899.5	26.985	0.477	0.004	0.002	0.00005
2.6325	0.001	903.5	27.105	0.477	0.004	0.002	0.00005
2.6505	0.001	907.5	27.225	0.477	0.004	0.002	0.00005
2.6715	0.001	911	27.33	0.477	0.004	0.002	0.00005
2.688	0.001	914.5	27.435	0.477	0.004	0.002	0.00005
2.712	0.001	919	27.57	0.477	0.004	0.002	0.00005
2.7285	0.001	922.5	27.675	0.477	0.004	0.002	0.00005
2.745	0.001	926	27.78	0.477	0.004	0.002	0.00005
2.7675	0.001	930	27.9	0.477	0.004	0.002	0.00005
2.7945	0.001	934.5	28.035	0.477	0.004	0.002	0.00005
2.805	0.001	937.5	28.125	0.477	0.004	0.002	0.00005
2.814	0.001	939.5	28.185	0.477	0.004	0.002	0.00005
2.832	0.001	942	28.26	0.477	0.004	0.002	0.00005
2.85	0.001	946	28.38	0.477	0.004	0.002	0.00005
2.862	0.001	948	28.44	0.477	0.004	0.002	0.00005
2.868	0.001	949.5	28.485	0.477	0.004	0.002	0.00005
2.8755	0.001	950.5	28.515	0.477	0.004	0.002	0.00005
2.8845	0.001	952	28.56	0.477	0.004	0.002	0.00005
2.8965	0.001	954	28.62	0.477	0.004	0.002	0.00005
2.9115	0.001	956.5	28.695	0.477	0.004	0.002	0.00005
2.919	0.001	958	28.74	0.477	0.004	0.002	0.00005
2.9325	0.001	960	28.8	0.477	0.004	0.002	0.00005
2.937	0.001	961	28.83	0.477	0.004	0.002	0.00005
2.937	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.94	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.94	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9385	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.934	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.934	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.937	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.9355	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	962	28.86	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.934	0.001	961.5	28.845	0.477	0.004	0.002	0.00005
2.9355	0.001	962	28.86	0.477	0.004	0.002	0.00005
