I err_I B B_error l_Fe err_l_Fe d 
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
-0.0015 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0015 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.0000 -1.8600 0.4770 0.0040 0.0020
0.0000 0.5000 -62.5000 -1.8750 0.4770 0.0040 0.0020
0.0060 0.5000 -61.5000 -1.8450 0.4770 0.0040 0.0020
0.0180 0.5000 -58.0000 -1.7400 0.4770 0.0040 0.0020
0.0165 0.5000 -57.0000 -1.7100 0.4770 0.0040 0.0020
0.0300 0.5000 -52.0000 -1.5600 0.4770 0.0040 0.0020
0.0420 0.5000 -45.5000 -1.3650 0.4770 0.0040 0.0020
0.0510 0.5000 -40.5000 -1.2150 0.4770 0.0040 0.0020
0.0570 0.5000 -37.0000 -1.1100 0.4770 0.0040 0.0020
0.0600 0.5000 -34.5000 -1.0350 0.4770 0.0040 0.0020
0.0630 0.5000 -33.5000 -1.0050 0.4770 0.0040 0.0020
0.0660 0.5000 -31.5000 -0.9450 0.4770 0.0040 0.0020
0.0765 0.5000 -27.5000 -0.8250 0.4770 0.0040 0.0020
0.0765 0.5000 -25.5000 -0.7650 0.4770 0.0040 0.0020
0.0795 0.5000 -25.0000 -0.7500 0.4770 0.0040 0.0020
0.0870 0.5000 -23.0000 -0.6900 0.4770 0.0040 0.0020
0.0930 0.5000 -20.5000 -0.6150 0.4770 0.0040 0.0020
0.0975 0.5000 -17.5000 -0.5250 0.4770 0.0040 0.0020
0.0990 0.5000 -15.5000 -0.4650 0.4770 0.0040 0.0020
0.1050 0.5000 -13.5000 -0.4050 0.4770 0.0040 0.0020
0.1065 0.5000 -11.5000 -0.3450 0.4770 0.0040 0.0020
0.1095 0.5000 -10.5000 -0.3150 0.4770 0.0040 0.0020
0.1110 0.5000 -9.0000 -0.2700 0.4770 0.0040 0.0020
0.1230 0.5000 -5.0000 -0.1500 0.4770 0.0040 0.0020
0.1425 0.5000 3.0000 0.0900 0.4770 0.0040 0.0020
0.1500 0.5000 8.0000 0.2400 0.4770 0.0040 0.0020
0.1560 0.5000 11.5000 0.3450 0.4770 0.0040 0.0020
0.1620 0.5000 14.5000 0.4350 0.4770 0.0040 0.0020
0.1695 0.5000 18.0000 0.5400 0.4770 0.0040 0.0020
0.1770 0.5000 22.0000 0.6600 0.4770 0.0040 0.0020
0.1830 0.5000 25.0000 0.7500 0.4770 0.0040 0.0020
0.1950 0.5000 30.0000 0.9000 0.4770 0.0040 0.0020
0.2085 0.5000 36.5000 1.0950 0.4770 0.0040 0.0020
0.2235 0.5000 43.0000 1.2900 0.4770 0.0040 0.0020
0.2325 0.5000 48.0000 1.4400 0.4770 0.0040 0.0020
0.2415 0.5000 52.5000 1.5750 0.4770 0.0040 0.0020
0.2430 0.5000 55.0000 1.6500 0.4770 0.0040 0.0020
0.2460 0.5000 57.5000 1.7250 0.4770 0.0040 0.0020
0.2505 0.5000 59.0000 1.7700 0.4770 0.0040 0.0020
0.2550 0.5000 61.0000 1.8300 0.4770 0.0040 0.0020
0.2625 0.5000 64.0000 1.9200 0.4770 0.0040 0.0020
0.2670 0.5000 66.5000 1.9950 0.4770 0.0040 0.0020
0.2730 0.5000 69.5000 2.0850 0.4770 0.0040 0.0020
0.2790 0.5000 72.0000 2.1600 0.4770 0.0040 0.0020
0.2790 0.5000 73.5000 2.2050 0.4770 0.0040 0.0020
0.2805 0.5000 74.5000 2.2350 0.4770 0.0040 0.0020
0.2820 0.5000 75.5000 2.2650 0.4770 0.0040 0.0020
0.2880 0.5000 77.0000 2.3100 0.4770 0.0040 0.0020
0.2880 0.5000 78.0000 2.3400 0.4770 0.0040 0.0020
0.2925 0.5000 80.0000 2.4000 0.4770 0.0040 0.0020
0.2955 0.5000 82.5000 2.4750 0.4770 0.0040 0.0020
0.3015 0.5000 84.5000 2.5350 0.4770 0.0040 0.0020
0.3090 0.5000 87.5000 2.6250 0.4770 0.0040 0.0020
0.3135 0.5000 90.0000 2.7000 0.4770 0.0040 0.0020
0.3180 0.5000 92.5000 2.7750 0.4770 0.0040 0.0020
0.3210 0.5000 94.0000 2.8200 0.4770 0.0040 0.0020
0.3315 0.5000 97.5000 2.9250 0.4770 0.0040 0.0020
0.3405 0.5000 102.0000 3.0600 0.4770 0.0040 0.0020
0.3480 0.5000 105.0000 3.1500 0.4770 0.0040 0.0020
0.3510 0.5000 108.0000 3.2400 0.4770 0.0040 0.0020
0.3555 0.5000 110.5000 3.3150 0.4770 0.0040 0.0020
0.3675 0.5000 114.5000 3.4350 0.4770 0.0040 0.0020
0.3765 0.5000 118.5000 3.5550 0.4770 0.0040 0.0020
0.3870 0.5000 123.5000 3.7050 0.4770 0.0040 0.0020
0.3975 0.5000 128.5000 3.8550 0.4770 0.0040 0.0020
0.4020 0.5000 132.5000 3.9750 0.4770 0.0040 0.0020
0.4080 0.5000 134.5000 4.0350 0.4770 0.0040 0.0020
0.4140 0.5000 137.5000 4.1250 0.4770 0.0040 0.0020
0.4185 0.5000 139.5000 4.1850 0.4770 0.0040 0.0020
0.4215 0.5000 142.5000 4.2750 0.4770 0.0040 0.0020
0.4275 0.5000 144.5000 4.3350 0.4770 0.0040 0.0020
0.4290 0.5000 146.5000 4.3950 0.4770 0.0040 0.0020
0.4350 0.5000 148.0000 4.4400 0.4770 0.0040 0.0020
0.4380 0.5000 150.0000 4.5000 0.4770 0.0040 0.0020
0.4410 0.5000 152.0000 4.5600 0.4770 0.0040 0.0020
0.4470 0.5000 154.5000 4.6350 0.4770 0.0040 0.0020
0.4485 0.5000 155.5000 4.6650 0.4770 0.0040 0.0020
0.4485 0.5000 156.5000 4.6950 0.4770 0.0040 0.0020
0.4515 0.5000 157.0000 4.7100 0.4770 0.0040 0.0020
0.4560 0.5000 159.0000 4.7700 0.4770 0.0040 0.0020
0.4620 0.5000 161.5000 4.8450 0.4770 0.0040 0.0020
0.4695 0.5000 164.0000 4.9200 0.4770 0.0040 0.0020
0.4725 0.5000 166.5000 4.9950 0.4770 0.0040 0.0020
0.4755 0.5000 168.0000 5.0400 0.4770 0.0040 0.0020
0.4755 0.5000 169.5000 5.0850 0.4770 0.0040 0.0020
0.4815 0.5000 170.5000 5.1150 0.4770 0.0040 0.0020
0.4860 0.5000 173.0000 5.1900 0.4770 0.0040 0.0020
0.4935 0.5000 176.0000 5.2800 0.4770 0.0040 0.0020
0.5085 0.5000 182.0000 5.4600 0.4770 0.0040 0.0020
0.5175 0.5000 186.5000 5.5950 0.4770 0.0040 0.0020
0.5265 0.5000 190.5000 5.7150 0.4770 0.0040 0.0020
0.5340 0.5000 194.5000 5.8350 0.4770 0.0040 0.0020
0.5385 0.5000 197.0000 5.9100 0.4770 0.0040 0.0020
0.5490 0.5000 201.0000 6.0300 0.4770 0.0040 0.0020
0.5580 0.5000 204.5000 6.1350 0.4770 0.0040 0.0020
0.5625 0.5000 208.0000 6.2400 0.4770 0.0040 0.0020
0.5685 0.5000 210.5000 6.3150 0.4770 0.0040 0.0020
0.5730 0.5000 213.5000 6.4050 0.4770 0.0040 0.0020
0.5835 0.5000 217.5000 6.5250 0.4770 0.0040 0.0020
0.5895 0.5000 220.0000 6.6000 0.4770 0.0040 0.0020
0.5895 0.5000 222.0000 6.6600 0.4770 0.0040 0.0020
0.5925 0.5000 223.5000 6.7050 0.4770 0.0040 0.0020
0.5955 0.5000 225.0000 6.7500 0.4770 0.0040 0.0020
0.6015 0.5000 227.0000 6.8100 0.4770 0.0040 0.0020
0.6075 0.5000 229.5000 6.8850 0.4770 0.0040 0.0020
0.6135 0.5000 233.0000 6.9900 0.4770 0.0040 0.0020
0.6225 0.5000 236.0000 7.0800 0.4770 0.0040 0.0020
0.6285 0.5000 239.5000 7.1850 0.4770 0.0040 0.0020
0.6390 0.5000 243.0000 7.2900 0.4770 0.0040 0.0020
0.6465 0.5000 246.5000 7.3950 0.4770 0.0040 0.0020
0.6540 0.5000 250.5000 7.5150 0.4770 0.0040 0.0020
0.6615 0.5000 254.0000 7.6200 0.4770 0.0040 0.0020
0.6660 0.5000 256.5000 7.6950 0.4770 0.0040 0.0020
0.6705 0.5000 258.5000 7.7550 0.4770 0.0040 0.0020
0.6750 0.5000 261.0000 7.8300 0.4770 0.0040 0.0020
0.6840 0.5000 264.5000 7.9350 0.4770 0.0040 0.0020
0.6900 0.5000 267.5000 8.0250 0.4770 0.0040 0.0020
0.6945 0.5000 270.0000 8.1000 0.4770 0.0040 0.0020
0.7035 0.5000 273.0000 8.1900 0.4770 0.0040 0.0020
0.7125 0.5000 276.5000 8.2950 0.4770 0.0040 0.0020
0.7185 0.5000 280.0000 8.4000 0.4770 0.0040 0.0020
0.7275 0.5000 284.0000 8.5200 0.4770 0.0040 0.0020
0.7335 0.5000 287.0000 8.6100 0.4770 0.0040 0.0020
0.7395 0.5000 289.5000 8.6850 0.4770 0.0040 0.0020
0.7470 0.5000 292.5000 8.7750 0.4770 0.0040 0.0020
0.7545 0.5000 296.0000 8.8800 0.4770 0.0040 0.0020
0.7575 0.5000 298.5000 8.9550 0.4770 0.0040 0.0020
0.7650 0.5000 301.5000 9.0450 0.4770 0.0040 0.0020
0.7725 0.5000 305.0000 9.1500 0.4770 0.0040 0.0020
0.7845 0.5000 308.5000 9.2550 0.4770 0.0040 0.0020
0.7920 0.5000 312.0000 9.3600 0.4770 0.0040 0.0020
0.7980 0.5000 315.5000 9.4650 0.4770 0.0040 0.0020
0.8055 0.5000 318.5000 9.5550 0.4770 0.0040 0.0020
0.8130 0.5000 321.5000 9.6450 0.4770 0.0040 0.0020
0.8175 0.5000 324.5000 9.7350 0.4770 0.0040 0.0020
0.8265 0.5000 328.5000 9.8550 0.4770 0.0040 0.0020
0.8370 0.5000 332.0000 9.9600 0.4770 0.0040 0.0020
0.8385 0.5000 334.0000 10.0200 0.4770 0.0040 0.0020
0.8415 0.5000 335.5000 10.0650 0.4770 0.0040 0.0020
0.8415 0.5000 336.5000 10.0950 0.4770 0.0040 0.0020
0.8475 0.5000 338.5000 10.1550 0.4770 0.0040 0.0020
0.8535 0.5000 340.5000 10.2150 0.4770 0.0040 0.0020
0.8595 0.5000 343.0000 10.2900 0.4770 0.0040 0.0020
0.8625 0.5000 345.0000 10.3500 0.4770 0.0040 0.0020
0.8685 0.5000 347.0000 10.4100 0.4770 0.0040 0.0020
0.8730 0.5000 349.5000 10.4850 0.4770 0.0040 0.0020
0.8940 0.5000 354.5000 10.6350 0.4770 0.0040 0.0020
0.9045 0.5000 360.0000 10.8000 0.4770 0.0040 0.0020
0.9090 0.5000 363.5000 10.9050 0.4770 0.0040 0.0020
0.9105 0.5000 365.5000 10.9650 0.4770 0.0040 0.0020
0.9150 0.5000 367.5000 11.0250 0.4770 0.0040 0.0020
0.9210 0.5000 369.5000 11.0850 0.4770 0.0040 0.0020
0.9315 0.5000 373.5000 11.2050 0.4770 0.0040 0.0020
0.9375 0.5000 376.5000 11.2950 0.4770 0.0040 0.0020
0.9435 0.5000 379.0000 11.3700 0.4770 0.0040 0.0020
0.9450 0.5000 380.5000 11.4150 0.4770 0.0040 0.0020
0.9495 0.5000 382.5000 11.4750 0.4770 0.0040 0.0020
0.9585 0.5000 385.0000 11.5500 0.4770 0.0040 0.0020
0.9675 0.5000 389.0000 11.6700 0.4770 0.0040 0.0020
0.9720 0.5000 391.5000 11.7450 0.4770 0.0040 0.0020
0.9735 0.5000 393.0000 11.7900 0.4770 0.0040 0.0020
0.9780 0.5000 394.0000 11.8200 0.4770 0.0040 0.0020
0.9825 0.5000 396.0000 11.8800 0.4770 0.0040 0.0020
0.9915 0.5000 399.0000 11.9700 0.4770 0.0040 0.0020
0.9990 0.5000 402.0000 12.0600 0.4770 0.0040 0.0020
1.0035 0.5000 404.0000 12.1200 0.4770 0.0040 0.0020
1.0095 0.5000 407.0000 12.2100 0.4770 0.0040 0.0020
1.0185 0.5000 410.0000 12.3000 0.4770 0.0040 0.0020
1.0290 0.5000 414.0000 12.4200 0.4770 0.0040 0.0020
1.0350 0.5000 417.0000 12.5100 0.4770 0.0040 0.0020
1.0425 0.5000 420.5000 12.6150 0.4770 0.0040 0.0020
1.0470 0.5000 422.0000 12.6600 0.4770 0.0040 0.0020
1.0515 0.5000 424.5000 12.7350 0.4770 0.0040 0.0020
1.0605 0.5000 427.5000 12.8250 0.4770 0.0040 0.0020
1.0665 0.5000 430.5000 12.9150 0.4770 0.0040 0.0020
1.0725 0.5000 432.5000 12.9750 0.4770 0.0040 0.0020
1.0755 0.5000 434.0000 13.0200 0.4770 0.0040 0.0020
1.0785 0.5000 435.5000 13.0650 0.4770 0.0040 0.0020
1.0830 0.5000 437.5000 13.1250 0.4770 0.0040 0.0020
1.0875 0.5000 439.0000 13.1700 0.4770 0.0040 0.0020
1.0935 0.5000 442.0000 13.2600 0.4770 0.0040 0.0020
1.0995 0.5000 444.0000 13.3200 0.4770 0.0040 0.0020
1.1055 0.5000 446.5000 13.3950 0.4770 0.0040 0.0020
1.1100 0.5000 448.5000 13.4550 0.4770 0.0040 0.0020
1.1175 0.5000 450.5000 13.5150 0.4770 0.0040 0.0020
1.1265 0.5000 454.0000 13.6200 0.4770 0.0040 0.0020
1.1310 0.5000 456.5000 13.6950 0.4770 0.0040 0.0020
1.1385 0.5000 459.5000 13.7850 0.4770 0.0040 0.0020
1.1430 0.5000 461.5000 13.8450 0.4770 0.0040 0.0020
1.1535 0.5000 464.5000 13.9350 0.4770 0.0040 0.0020
1.1625 0.5000 468.0000 14.0400 0.4770 0.0040 0.0020
1.1700 0.5000 471.0000 14.1300 0.4770 0.0040 0.0020
1.1790 0.5000 473.5000 14.2050 0.4770 0.0040 0.0020
1.1790 0.5000 475.5000 14.2650 0.4770 0.0040 0.0020
1.1850 0.5000 478.0000 14.3400 0.4770 0.0040 0.0020
1.1910 0.5000 480.0000 14.4000 0.4770 0.0040 0.0020
1.1985 0.5000 482.5000 14.4750 0.4770 0.0040 0.0020
1.2045 0.5000 485.0000 14.5500 0.4770 0.0040 0.0020
1.2060 0.5000 487.0000 14.6100 0.4770 0.0040 0.0020
1.2135 0.5000 488.5000 14.6550 0.4770 0.0040 0.0020
1.2195 0.5000 491.5000 14.7450 0.4770 0.0040 0.0020
1.2240 0.5000 493.0000 14.7900 0.4770 0.0040 0.0020
1.2300 0.5000 495.0000 14.8500 0.4770 0.0040 0.0020
1.2345 0.5000 497.5000 14.9250 0.4770 0.0040 0.0020
1.2435 0.5000 500.5000 15.0150 0.4770 0.0040 0.0020
1.2525 0.5000 503.0000 15.0900 0.4770 0.0040 0.0020
1.2555 0.5000 504.5000 15.1350 0.4770 0.0040 0.0020
1.2600 0.5000 506.5000 15.1950 0.4770 0.0040 0.0020
1.2615 0.5000 507.5000 15.2250 0.4770 0.0040 0.0020
1.2645 0.5000 509.0000 15.2700 0.4770 0.0040 0.0020
1.2720 0.5000 511.5000 15.3450 0.4770 0.0040 0.0020
1.2840 0.5000 514.5000 15.4350 0.4770 0.0040 0.0020
1.2870 0.5000 516.5000 15.4950 0.4770 0.0040 0.0020
1.2900 0.5000 518.0000 15.5400 0.4770 0.0040 0.0020
1.2960 0.5000 520.0000 15.6000 0.4770 0.0040 0.0020
1.3005 0.5000 521.5000 15.6450 0.4770 0.0040 0.0020
1.3020 0.5000 523.0000 15.6900 0.4770 0.0040 0.0020
1.3095 0.5000 524.5000 15.7350 0.4770 0.0040 0.0020
1.3140 0.5000 527.0000 15.8100 0.4770 0.0040 0.0020
1.3185 0.5000 529.5000 15.8850 0.4770 0.0040 0.0020
1.3200 0.5000 530.5000 15.9150 0.4770 0.0040 0.0020
1.3230 0.5000 531.0000 15.9300 0.4770 0.0040 0.0020
1.3275 0.5000 532.5000 15.9750 0.4770 0.0040 0.0020
1.3320 0.5000 534.0000 16.0200 0.4770 0.0040 0.0020
1.3365 0.5000 535.5000 16.0650 0.4770 0.0040 0.0020
1.3395 0.5000 536.5000 16.0950 0.4770 0.0040 0.0020
1.3425 0.5000 538.0000 16.1400 0.4770 0.0040 0.0020
1.3470 0.5000 539.5000 16.1850 0.4770 0.0040 0.0020
1.3545 0.5000 542.0000 16.2600 0.4770 0.0040 0.0020
1.3620 0.5000 544.5000 16.3350 0.4770 0.0040 0.0020
1.3725 0.5000 547.0000 16.4100 0.4770 0.0040 0.0020
1.3800 0.5000 550.0000 16.5000 0.4770 0.0040 0.0020
1.3845 0.5000 553.0000 16.5900 0.4770 0.0040 0.0020
1.3890 0.5000 554.5000 16.6350 0.4770 0.0040 0.0020
1.3965 0.5000 556.5000 16.6950 0.4770 0.0040 0.0020
1.4010 0.5000 558.5000 16.7550 0.4770 0.0040 0.0020
1.4055 0.5000 560.0000 16.8000 0.4770 0.0040 0.0020
1.4085 0.5000 561.5000 16.8450 0.4770 0.0040 0.0020
1.4130 0.5000 562.5000 16.8750 0.4770 0.0040 0.0020
1.4205 0.5000 564.5000 16.9350 0.4770 0.0040 0.0020
1.4250 0.5000 566.5000 16.9950 0.4770 0.0040 0.0020
1.4280 0.5000 568.5000 17.0550 0.4770 0.0040 0.0020
1.4325 0.5000 570.0000 17.1000 0.4770 0.0040 0.0020
1.4400 0.5000 572.0000 17.1600 0.4770 0.0040 0.0020
1.4475 0.5000 574.5000 17.2350 0.4770 0.0040 0.0020
1.4535 0.5000 576.0000 17.2800 0.4770 0.0040 0.0020
1.4580 0.5000 578.5000 17.3550 0.4770 0.0040 0.0020
1.4655 0.5000 581.0000 17.4300 0.4770 0.0040 0.0020
1.4715 0.5000 583.0000 17.4900 0.4770 0.0040 0.0020
1.4865 0.5000 587.0000 17.6100 0.4770 0.0040 0.0020
1.4970 0.5000 591.0000 17.7300 0.4770 0.0040 0.0020
1.5060 0.5000 594.0000 17.8200 0.4770 0.0040 0.0020
1.5150 0.5000 597.5000 17.9250 0.4770 0.0040 0.0020
1.5240 0.5000 600.5000 18.0150 0.4770 0.0040 0.0020
1.5315 0.5000 603.0000 18.0900 0.4770 0.0040 0.0020
1.5390 0.5000 606.0000 18.1800 0.4770 0.0040 0.0020
1.5525 0.5000 609.0000 18.2700 0.4770 0.0040 0.0020
1.5690 0.5000 614.0000 18.4200 0.4770 0.0040 0.0020
1.5810 0.5000 618.5000 18.5550 0.4770 0.0040 0.0020
1.5900 0.5000 622.0000 18.6600 0.4770 0.0040 0.0020
1.5990 0.5000 625.5000 18.7650 0.4770 0.0040 0.0020
1.6065 0.5000 628.0000 18.8400 0.4770 0.0040 0.0020
1.6125 0.5000 630.0000 18.9000 0.4770 0.0040 0.0020
1.6275 0.5000 634.5000 19.0350 0.4770 0.0040 0.0020
1.6320 0.5000 636.5000 19.0950 0.4770 0.0040 0.0020
1.6395 0.5000 639.0000 19.1700 0.4770 0.0040 0.0020
1.6440 0.5000 640.5000 19.2150 0.4770 0.0040 0.0020
1.6485 0.5000 642.5000 19.2750 0.4770 0.0040 0.0020
1.6530 0.5000 644.0000 19.3200 0.4770 0.0040 0.0020
1.6590 0.5000 646.0000 19.3800 0.4770 0.0040 0.0020
1.6620 0.5000 647.0000 19.4100 0.4770 0.0040 0.0020
1.6665 0.5000 648.5000 19.4550 0.4770 0.0040 0.0020
1.6725 0.5000 650.0000 19.5000 0.4770 0.0040 0.0020
1.6755 0.5000 651.5000 19.5450 0.4770 0.0040 0.0020
1.6800 0.5000 653.0000 19.5900 0.4770 0.0040 0.0020
1.6875 0.5000 655.0000 19.6500 0.4770 0.0040 0.0020
1.6935 0.5000 657.0000 19.7100 0.4770 0.0040 0.0020
1.7040 0.5000 660.0000 19.8000 0.4770 0.0040 0.0020
1.7070 0.5000 661.5000 19.8450 0.4770 0.0040 0.0020
1.7220 0.5000 664.5000 19.9350 0.4770 0.0040 0.0020
1.7220 0.5000 666.5000 19.9950 0.4770 0.0040 0.0020
1.7235 0.5000 667.0000 20.0100 0.4770 0.0040 0.0020
1.7280 0.5000 667.5000 20.0250 0.4770 0.0040 0.0020
1.7355 0.5000 670.0000 20.1000 0.4770 0.0040 0.0020
1.7490 0.5000 673.0000 20.1900 0.4770 0.0040 0.0020
1.7610 0.5000 676.5000 20.2950 0.4770 0.0040 0.0020
1.7835 0.5000 682.5000 20.4750 0.4770 0.0040 0.0020
1.7970 0.5000 687.5000 20.6250 0.4770 0.0040 0.0020
1.8135 0.5000 692.0000 20.7600 0.4770 0.0040 0.0020
1.8225 0.5000 696.0000 20.8800 0.4770 0.0040 0.0020
1.8300 0.5000 699.0000 20.9700 0.4770 0.0040 0.0020
1.8405 0.5000 701.5000 21.0450 0.4770 0.0040 0.0020
1.8525 0.5000 704.5000 21.1350 0.4770 0.0040 0.0020
1.8615 0.5000 707.5000 21.2250 0.4770 0.0040 0.0020
1.8690 0.5000 710.5000 21.3150 0.4770 0.0040 0.0020
1.8765 0.5000 713.0000 21.3900 0.4770 0.0040 0.0020
1.8810 0.5000 714.5000 21.4350 0.4770 0.0040 0.0020
1.8840 0.5000 716.0000 21.4800 0.4770 0.0040 0.0020
1.8885 0.5000 717.5000 21.5250 0.4770 0.0040 0.0020
1.8960 0.5000 719.0000 21.5700 0.4770 0.0040 0.0020
1.9140 0.5000 723.0000 21.6900 0.4770 0.0040 0.0020
1.9305 0.5000 727.5000 21.8250 0.4770 0.0040 0.0020
1.9410 0.5000 731.0000 21.9300 0.4770 0.0040 0.0020
1.9425 0.5000 733.0000 21.9900 0.4770 0.0040 0.0020
1.9485 0.5000 734.5000 22.0350 0.4770 0.0040 0.0020
1.9515 0.5000 736.0000 22.0800 0.4770 0.0040 0.0020
1.9560 0.5000 736.5000 22.0950 0.4770 0.0040 0.0020
1.9560 0.5000 737.5000 22.1250 0.4770 0.0040 0.0020
1.9605 0.5000 738.0000 22.1400 0.4770 0.0040 0.0020
1.9650 0.5000 739.5000 22.1850 0.4770 0.0040 0.0020
1.9680 0.5000 740.5000 22.2150 0.4770 0.0040 0.0020
1.9695 0.5000 741.5000 22.2450 0.4770 0.0040 0.0020
1.9740 0.5000 743.0000 22.2900 0.4770 0.0040 0.0020
1.9860 0.5000 745.0000 22.3500 0.4770 0.0040 0.0020
1.9950 0.5000 747.5000 22.4250 0.4770 0.0040 0.0020
2.0070 0.5000 750.5000 22.5150 0.4770 0.0040 0.0020
2.0175 0.5000 753.5000 22.6050 0.4770 0.0040 0.0020
2.0250 0.5000 755.5000 22.6650 0.4770 0.0040 0.0020
2.0250 0.5000 756.5000 22.6950 0.4770 0.0040 0.0020
2.0250 0.5000 757.5000 22.7250 0.4770 0.0040 0.0020
2.0280 0.5000 758.0000 22.7400 0.4770 0.0040 0.0020
2.0400 0.5000 760.0000 22.8000 0.4770 0.0040 0.0020
2.0505 0.5000 762.5000 22.8750 0.4770 0.0040 0.0020
2.0625 0.5000 766.0000 22.9800 0.4770 0.0040 0.0020
2.0715 0.5000 768.5000 23.0550 0.4770 0.0040 0.0020
2.0775 0.5000 770.5000 23.1150 0.4770 0.0040 0.0020
2.0865 0.5000 772.5000 23.1750 0.4770 0.0040 0.0020
2.0925 0.5000 774.5000 23.2350 0.4770 0.0040 0.0020
2.1030 0.5000 777.0000 23.3100 0.4770 0.0040 0.0020
2.1120 0.5000 780.0000 23.4000 0.4770 0.0040 0.0020
2.1225 0.5000 782.5000 23.4750 0.4770 0.0040 0.0020
2.1360 0.5000 785.5000 23.5650 0.4770 0.0040 0.0020
2.1450 0.5000 788.5000 23.6550 0.4770 0.0040 0.0020
2.1510 0.5000 790.5000 23.7150 0.4770 0.0040 0.0020
2.1540 0.5000 792.0000 23.7600 0.4770 0.0040 0.0020
2.1660 0.5000 794.0000 23.8200 0.4770 0.0040 0.0020
2.1720 0.5000 796.5000 23.8950 0.4770 0.0040 0.0020
2.1825 0.5000 799.0000 23.9700 0.4770 0.0040 0.0020
2.1840 0.5000 800.0000 24.0000 0.4770 0.0040 0.0020
2.1870 0.5000 801.0000 24.0300 0.4770 0.0040 0.0020
2.1975 0.5000 803.0000 24.0900 0.4770 0.0040 0.0020
2.1990 0.5000 804.0000 24.1200 0.4770 0.0040 0.0020
2.2065 0.5000 805.0000 24.1500 0.4770 0.0040 0.0020
2.2140 0.5000 807.0000 24.2100 0.4770 0.0040 0.0020
2.2230 0.5000 809.0000 24.2700 0.4770 0.0040 0.0020
2.2305 0.5000 811.0000 24.3300 0.4770 0.0040 0.0020
2.2365 0.5000 813.0000 24.3900 0.4770 0.0040 0.0020
2.2455 0.5000 815.5000 24.4650 0.4770 0.0040 0.0020
2.2500 0.5000 817.0000 24.5100 0.4770 0.0040 0.0020
2.2560 0.5000 818.5000 24.5550 0.4770 0.0040 0.0020
2.2635 0.5000 820.0000 24.6000 0.4770 0.0040 0.0020
2.2710 0.5000 821.5000 24.6450 0.4770 0.0040 0.0020
2.2950 0.5000 826.0000 24.7800 0.4770 0.0040 0.0020
2.3040 0.5000 829.5000 24.8850 0.4770 0.0040 0.0020
2.3055 0.5000 830.5000 24.9150 0.4770 0.0040 0.0020
2.3085 0.5000 831.5000 24.9450 0.4770 0.0040 0.0020
2.3115 0.5000 832.5000 24.9750 0.4770 0.0040 0.0020
2.3205 0.5000 834.0000 25.0200 0.4770 0.0040 0.0020
2.3340 0.5000 836.5000 25.0950 0.4770 0.0040 0.0020
2.3430 0.5000 839.0000 25.1700 0.4770 0.0040 0.0020
2.3640 0.5000 843.0000 25.2900 0.4770 0.0040 0.0020
2.3745 0.5000 846.5000 25.3950 0.4770 0.0040 0.0020
2.3835 0.5000 849.0000 25.4700 0.4770 0.0040 0.0020
2.3820 0.5000 849.5000 25.4850 0.4770 0.0040 0.0020
2.3820 0.5000 850.0000 25.5000 0.4770 0.0040 0.0020
2.3835 0.5000 850.5000 25.5150 0.4770 0.0040 0.0020
