#t[s] err_t[s] I[A] err_I[A] B[mT] err_B[mT] l_Fe[mm] err_l_Fe[mm] d[mm] err_d[mm]
39.3 0 0 0 -66 -1.98 477 4 2 0.05
39.4 0 0 0 -66 -1.98 477 4 2 0.05
39.5 0 0.003 3E-05 -66 -1.98 477 4 2 0.05
39.6 0 0 0 -66 -1.98 477 4 2 0.05
39.7 0 0 0 -66 -1.98 477 4 2 0.05
39.8 0 0.0015 1.5E-05 -66 -1.98 477 4 2 0.05
39.9 0 0.0015 1.5E-05 -66 -1.98 477 4 2 0.05
40 0 0 0 -66 -1.98 477 4 2 0.05
40.1 0 0 0 -66 -1.98 477 4 2 0.05
40.2 0 0.0015 1.5E-05 -66 -1.98 477 4 2 0.05
40.3 0 -0.0015 -1.5E-05 -66 -1.98 477 4 2 0.05
40.4 0 -0.0015 -1.5E-05 -66 -1.98 477 4 2 0.05
40.5 0 0 0 -66 -1.98 477 4 2 0.05
40.6 0 -0.0015 -1.5E-05 -66 -1.98 477 4 2 0.05
40.7 0 0 0 -66 -1.98 477 4 2 0.05
40.8 0 -0.003 -3E-05 -66 -1.98 477 4 2 0.05
40.9 0 0.0015 1.5E-05 -66 -1.98 477 4 2 0.05
41 0 -0.0015 -1.5E-05 -66 -1.98 477 4 2 0.05
41.1 0 0 0 -66 -1.98 477 4 2 0.05
41.2 0 -0.0015 -1.5E-05 -66 -1.98 477 4 2 0.05
41.3 0 0 0 -66 -1.98 477 4 2 0.05
41.4 0 0 0 -66 -1.98 477 4 2 0.05
41.5 0 0 0 -66 -1.98 477 4 2 0.05
41.6 0 0.027 0.00027 -62 -1.86 477 4 2 0.05
41.7 0 0.054 0.00054 -52 -1.56 477 4 2 0.05
41.8 0 0.0795 0.000795 -40.5 -1.215 477 4 2 0.05
41.9 0 0.1065 0.001065 -28 -0.84 477 4 2 0.05
42 0 0.1515 0.001515 -9.5 -0.285 477 4 2 0.05
42.1 0 0.1905 0.001905 8 0.24 477 4 2 0.05
42.2 0 0.246 0.00246 32 0.96 477 4 2 0.05
42.3 0 0.288 0.00288 52.5 1.575 477 4 2 0.05
42.4 0 0.327 0.00327 70.5 2.115 477 4 2 0.05
42.5 0 0.3555 0.003555 86 2.58 477 4 2 0.05
42.6 0 0.387 0.00387 100.5 3.015 477 4 2 0.05
42.7 0 0.4125 0.004125 113.5 3.405 477 4 2 0.05
42.8 0 0.453 0.00453 129.5 3.885 477 4 2 0.05
42.9 0 0.501 0.00501 149.5 4.485 477 4 2 0.05
43 0 0.5565 0.005565 173.5 5.205 477 4 2 0.05
43.1 0 0.6135 0.006135 197.5 5.925 477 4 2 0.05
43.2 0 0.621 0.00621 210 6.3 477 4 2 0.05
43.3 0 0.6285 0.006285 217.5 6.525 477 4 2 0.05
43.4 0 0.6405 0.006405 223 6.69 477 4 2 0.05
43.5 0 0.678 0.00678 234 7.02 477 4 2 0.05
43.6 0 0.7485 0.007485 257.5 7.725 477 4 2 0.05
43.7 0 0.852 0.00852 293.5 8.805 477 4 2 0.05
43.8 0 0.96 0.0096 333.5 10.005 477 4 2 0.05
43.9 0 1.0695 0.010695 375 11.25 477 4 2 0.05
44 0 1.146 0.01146 411 12.33 477 4 2 0.05
44.1 0 1.188 0.01188 433.5 13.005 477 4 2 0.05
44.2 0 1.2435 0.012435 456 13.68 477 4 2 0.05
44.3 0 1.3275 0.013275 484 14.52 477 4 2 0.05
44.4 0 1.4175 0.014175 516 15.48 477 4 2 0.05
44.5 0 1.4865 0.014865 542.5 16.275 477 4 2 0.05
44.6 0 1.545 0.01545 565.5 16.965 477 4 2 0.05
44.7 0 1.6125 0.016125 588.5 17.655 477 4 2 0.05
44.8 0 1.6575 0.016575 607 18.21 477 4 2 0.05
44.9 0 1.7235 0.017235 627 18.81 477 4 2 0.05
45 0 1.809 0.01809 651 19.53 477 4 2 0.05
45.1 0 1.89 0.0189 675 20.25 477 4 2 0.05
45.2 0 1.977 0.01977 701 21.03 477 4 2 0.05
45.3 0 2.0505 0.020505 723 21.69 477 4 2 0.05
45.4 0 2.121 0.02121 744 22.32 477 4 2 0.05
45.5 0 2.205 0.02205 765 22.95 477 4 2 0.05
45.6 0 2.319 0.02319 791.5 23.745 477 4 2 0.05
45.7 0 2.4585 0.024585 823.5 24.705 477 4 2 0.05
45.8 0 2.5665 0.025665 850 25.5 477 4 2 0.05
45.9 0 2.661 0.02661 873 26.19 477 4 2 0.05
46 0 2.742 0.02742 891 26.73 477 4 2 0.05
46.1 0 2.8125 0.028125 907 27.21 477 4 2 0.05
46.2 0 2.8425 0.028425 916 27.48 477 4 2 0.05
46.3 0 2.859 0.02859 920.5 27.615 477 4 2 0.05
46.4 0 2.8665 0.028665 923 27.69 477 4 2 0.05
46.5 0 2.8695 0.028695 924 27.72 477 4 2 0.05
46.6 0 2.8755 0.028755 925 27.75 477 4 2 0.05
46.7 0 2.8725 0.028725 925 27.75 477 4 2 0.05
46.8 0 2.8755 0.028755 925.5 27.765 477 4 2 0.05
46.9 0 2.877 0.02877 925 27.75 477 4 2 0.05
47 0 2.877 0.02877 925.5 27.765 477 4 2 0.05
47.1 0 2.8755 0.028755 925.5 27.765 477 4 2 0.05
47.2 0 2.877 0.02877 925.5 27.765 477 4 2 0.05
47.3 0 2.8755 0.028755 925.5 27.765 477 4 2 0.05
47.4 0 2.877 0.02877 925.5 27.765 477 4 2 0.05
47.5 0 2.877 0.02877 925.5 27.765 477 4 2 0.05
47.6 0 2.8755 0.028755 925.5 27.765 477 4 2 0.05
47.7 0 2.8785 0.028785 926 27.78 477 4 2 0.05
47.8 0 2.877 0.02877 926 27.78 477 4 2 0.05
47.9 0 2.8785 0.028785 926 27.78 477 4 2 0.05
48 0 2.8785 0.028785 926 27.78 477 4 2 0.05
48.1 0 2.88 0.0288 926 27.78 477 4 2 0.05
48.2 0 2.877 0.02877 925.5 27.765 477 4 2 0.05
48.3 0 2.877 0.02877 926 27.78 477 4 2 0.05
48.4 0 2.8755 0.028755 926 27.78 477 4 2 0.05
48.5 0 2.8785 0.028785 926 27.78 477 4 2 0.05
48.6 0 2.877 0.02877 926 27.78 477 4 2 0.05
48.7 0 2.8785 0.028785 926 27.78 477 4 2 0.05
48.8 0 2.874 0.02874 925.5 27.765 477 4 2 0.05
48.9 0 2.877 0.02877 926 27.78 477 4 2 0.05
49 0 2.877 0.02877 926 27.78 477 4 2 0.05
49.1 0 2.877 0.02877 926 27.78 477 4 2 0.05
49.2 0 2.877 0.02877 926 27.78 477 4 2 0.05
49.3 0 2.8755 0.028755 926 27.78 477 4 2 0.05
49.4 0 2.874 0.02874 926 27.78 477 4 2 0.05
49.5 0 2.8755 0.028755 926 27.78 477 4 2 0.05
49.6 0 2.877 0.02877 926 27.78 477 4 2 0.05
49.7 0 2.8785 0.028785 926 27.78 477 4 2 0.05
49.8 0 2.877 0.02877 925.5 27.765 477 4 2 0.05
49.9 0 2.8785 0.028785 925.5 27.765 477 4 2 0.05
50 0 2.8755 0.028755 926 27.78 477 4 2 0.05
50.1 0 2.8785 0.028785 926 27.78 477 4 2 0.05
50.2 0 2.8785 0.028785 926 27.78 477 4 2 0.05
50.3 0 2.877 0.02877 926 27.78 477 4 2 0.05
50.4 0 2.877 0.02877 926 27.78 477 4 2 0.05
50.5 0 2.8785 0.028785 926 27.78 477 4 2 0.05
50.6 0 2.877 0.02877 926 27.78 477 4 2 0.05
50.7 0 2.877 0.02877 926 27.78 477 4 2 0.05
50.8 0 2.877 0.02877 926 27.78 477 4 2 0.05
50.9 0 2.8785 0.028785 926 27.78 477 4 2 0.05
51 0 2.8785 0.028785 926 27.78 477 4 2 0.05
51.1 0 2.877 0.02877 926 27.78 477 4 2 0.05
51.2 0 2.877 0.02877 926 27.78 477 4 2 0.05
51.3 0 2.877 0.02877 926 27.78 477 4 2 0.05
51.4 0 2.8785 0.028785 926 27.78 477 4 2 0.05
51.5 0 2.88 0.0288 926 27.78 477 4 2 0.05
51.6 0 2.877 0.02877 926 27.78 477 4 2 0.05
51.7 0 2.877 0.02877 926 27.78 477 4 2 0.05
51.8 0 2.877 0.02877 926 27.78 477 4 2 0.05
51.9 0 2.8785 0.028785 926 27.78 477 4 2 0.05
52 0 2.877 0.02877 926 27.78 477 4 2 0.05
52.1 0 2.8785 0.028785 926 27.78 477 4 2 0.05
52.2 0 2.8785 0.028785 926 27.78 477 4 2 0.05
52.3 0 2.8785 0.028785 926 27.78 477 4 2 0.05
52.4 0 2.8785 0.028785 926 27.78 477 4 2 0.05
52.5 0 2.877 0.02877 926 27.78 477 4 2 0.05
52.6 0 2.88 0.0288 926 27.78 477 4 2 0.05
52.7 0 2.8785 0.028785 926 27.78 477 4 2 0.05
52.8 0 2.8785 0.028785 926 27.78 477 4 2 0.05
52.9 0 2.8785 0.028785 926 27.78 477 4 2 0.05
53 0 2.8785 0.028785 926 27.78 477 4 2 0.05
53.1 0 2.877 0.02877 926 27.78 477 4 2 0.05
53.2 0 2.8785 0.028785 926 27.78 477 4 2 0.05
53.3 0 2.88 0.0288 926 27.78 477 4 2 0.05
53.4 0 2.8815 0.028815 926.5 27.795 477 4 2 0.05
53.5 0 2.892 0.02892 927.5 27.825 477 4 2 0.05
53.6 0 2.9145 0.029145 930 27.9 477 4 2 0.05
53.7 0 2.937 0.02937 934 28.02 477 4 2 0.05
53.8 0 2.9565 0.029565 937.5 28.125 477 4 2 0.05
53.9 0 2.9715 0.029715 940 28.2 477 4 2 0.05
54 0 2.9835 0.029835 942.5 28.275 477 4 2 0.05
54.1 0 2.991 0.02991 944 28.32 477 4 2 0.05
54.2 0 2.994 0.02994 945 28.35 477 4 2 0.05
54.3 0 2.9925 0.029925 945 28.35 477 4 2 0.05
54.4 0 2.9955 0.029955 945.5 28.365 477 4 2 0.05
54.5 0 2.9955 0.029955 945.5 28.365 477 4 2 0.05
54.6 0 2.9955 0.029955 946 28.38 477 4 2 0.05
54.7 0 2.997 0.02997 945.5 28.365 477 4 2 0.05
54.8 0 2.997 0.02997 945.5 28.365 477 4 2 0.05
54.9 0 2.9955 0.029955 945.5 28.365 477 4 2 0.05
55 0 2.9955 0.029955 945.5 28.365 477 4 2 0.05
55.1 0 2.9955 0.029955 945.5 28.365 477 4 2 0.05
55.2 0 2.997 0.02997 945.5 28.365 477 4 2 0.05
55.3 0 2.997 0.02997 946 28.38 477 4 2 0.05
55.4 0 2.9955 0.029955 946 28.38 477 4 2 0.05
55.5 0 2.997 0.02997 946 28.38 477 4 2 0.05
55.6 0 2.994 0.02994 946 28.38 477 4 2 0.05
55.7 0 2.9955 0.029955 945.5 28.365 477 4 2 0.05
55.8 0 2.9955 0.029955 945.5 28.365 477 4 2 0.05
55.9 0 2.9955 0.029955 946 28.38 477 4 2 0.05
56 0 2.997 0.02997 946 28.38 477 4 2 0.05
56.1 0 2.997 0.02997 945.5 28.365 477 4 2 0.05
56.2 0 2.9955 0.029955 946 28.38 477 4 2 0.05
56.3 0 2.9985 0.029985 946 28.38 477 4 2 0.05
56.4 0 2.997 0.02997 946 28.38 477 4 2 0.05
56.5 0 2.997 0.02997 946 28.38 477 4 2 0.05
56.6 0 2.9985 0.029985 945.5 28.365 477 4 2 0.05
56.7 0 2.997 0.02997 946 28.38 477 4 2 0.05
56.8 0 2.9985 0.029985 946 28.38 477 4 2 0.05
56.9 0 2.997 0.02997 945.5 28.365 477 4 2 0.05
57 0 2.9955 0.029955 945.5 28.365 477 4 2 0.05
57.1 0 2.9355 0.029355 941.5 28.245 477 4 2 0.05
57.2 0 2.8425 0.028425 933.5 28.005 477 4 2 0.05
57.3 0 2.748 0.02748 924 27.72 477 4 2 0.05
57.4 0 2.664 0.02664 914 27.42 477 4 2 0.05
57.5 0 2.592 0.02592 904.5 27.135 477 4 2 0.05
57.6 0 2.5275 0.025275 895.5 26.865 477 4 2 0.05
57.7 0 2.4795 0.024795 887 26.61 477 4 2 0.05
57.8 0 2.427 0.02427 878.5 26.355 477 4 2 0.05
57.9 0 2.3685 0.023685 869.5 26.085 477 4 2 0.05
58 0 2.334 0.02334 862.5 25.875 477 4 2 0.05
58.1 0 2.2905 0.022905 855 25.65 477 4 2 0.05
58.2 0 2.2365 0.022365 845.5 25.365 477 4 2 0.05
58.3 0 2.1945 0.021945 836 25.08 477 4 2 0.05
58.4 0 2.1405 0.021405 825.5 24.765 477 4 2 0.05
58.5 0 2.0955 0.020955 815.5 24.465 477 4 2 0.05
58.6 0 2.046 0.02046 805 24.15 477 4 2 0.05
58.7 0 2.013 0.02013 795.5 23.865 477 4 2 0.05
58.8 0 1.9755 0.019755 787 23.61 477 4 2 0.05
58.9 0 1.941 0.01941 779 23.37 477 4 2 0.05
59 0 1.884 0.01884 766 22.98 477 4 2 0.05
59.1 0 1.833 0.01833 753.5 22.605 477 4 2 0.05
59.2 0 1.7715 0.017715 739 22.17 477 4 2 0.05
59.3 0 1.7265 0.017265 725 21.75 477 4 2 0.05
59.4 0 1.668 0.01668 709.5 21.285 477 4 2 0.05
59.5 0 1.6275 0.016275 697.5 20.925 477 4 2 0.05
59.6 0 1.5735 0.015735 682.5 20.475 477 4 2 0.05
59.7 0 1.5105 0.015105 665.5 19.965 477 4 2 0.05
59.8 0 1.461 0.01461 649.5 19.485 477 4 2 0.05
59.9 0 1.401 0.01401 633 18.99 477 4 2 0.05
60 0 1.329 0.01329 612.5 18.375 477 4 2 0.05
60.1 0 1.2645 0.012645 592.5 17.775 477 4 2 0.05
60.2 0 1.1835 0.011835 568 17.04 477 4 2 0.05
60.3 0 1.1055 0.011055 542 16.26 477 4 2 0.05
60.4 0 1.0155 0.010155 513 15.39 477 4 2 0.05
60.5 0 0.927 0.00927 483 14.49 477 4 2 0.05
60.6 0 0.8445 0.008445 453 13.59 477 4 2 0.05
60.7 0 0.768 0.00768 423 12.69 477 4 2 0.05
60.8 0 0.681 0.00681 390.5 11.715 477 4 2 0.05
60.9 0 0.615 0.00615 361 10.83 477 4 2 0.05
61 0 0.54 0.0054 330.5 9.915 477 4 2 0.05
61.1 0 0.483 0.00483 304 9.12 477 4 2 0.05
61.2 0 0.4275 0.004275 278 8.34 477 4 2 0.05
61.3 0 0.3795 0.003795 255 7.65 477 4 2 0.05
61.4 0 0.315 0.00315 227 6.81 477 4 2 0.05
61.5 0 0.2505 0.002505 196.5 5.895 477 4 2 0.05
61.6 0 0.171 0.00171 162.5 4.875 477 4 2 0.05
61.7 0 0.1065 0.001065 131 3.93 477 4 2 0.05
61.8 0 0.0465 0.000465 100 3 477 4 2 0.05
61.9 0 0 0 75 2.25 477 4 2 0.05
62 0 0.0015 1.5E-05 65.5 1.965 477 4 2 0.05
62.1 0 0.0015 1.5E-05 61 1.83 477 4 2 0.05
62.2 0 0.0015 1.5E-05 59 1.77 477 4 2 0.05
62.3 0 0 0 57.5 1.725 477 4 2 0.05
62.4 0 0.0015 1.5E-05 56.5 1.695 477 4 2 0.05
62.5 0 0 0 56 1.68 477 4 2 0.05
62.6 0 -0.003 -3E-05 55.5 1.665 477 4 2 0.05
62.7 0 0 0 55.5 1.665 477 4 2 0.05
62.8 0 0 0 55 1.65 477 4 2 0.05
62.9 0 0 0 55 1.65 477 4 2 0.05
63 0 0 0 55 1.65 477 4 2 0.05
63.1 0 0.0015 1.5E-05 55 1.65 477 4 2 0.05
63.2 0 0 0 55 1.65 477 4 2 0.05
63.3 0 -0.0015 -1.5E-05 55 1.65 477 4 2 0.05
63.4 0 0 0 55 1.65 477 4 2 0.05
63.5 0 0 0 55 1.65 477 4 2 0.05
63.6 0 -0.0015 -1.5E-05 55 1.65 477 4 2 0.05
63.7 0 -0.0015 -1.5E-05 55 1.65 477 4 2 0.05
63.8 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
63.9 0 0 0 54.5 1.635 477 4 2 0.05
64 0 -0.0015 -1.5E-05 54.5 1.635 477 4 2 0.05
64.1 0 0 0 54.5 1.635 477 4 2 0.05
64.2 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
64.3 0 0 0 54.5 1.635 477 4 2 0.05
64.4 0 -0.0015 -1.5E-05 54.5 1.635 477 4 2 0.05
64.5 0 0 0 54.5 1.635 477 4 2 0.05
64.6 0 -0.0015 -1.5E-05 54.5 1.635 477 4 2 0.05
64.7 0 -0.003 -3E-05 54.5 1.635 477 4 2 0.05
64.8 0 -0.0015 -1.5E-05 54.5 1.635 477 4 2 0.05
64.9 0 0 0 55 1.65 477 4 2 0.05
65 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
65.1 0 0 0 54.5 1.635 477 4 2 0.05
65.2 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
65.3 0 0 0 54.5 1.635 477 4 2 0.05
65.4 0 0 0 55 1.65 477 4 2 0.05
65.5 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
65.6 0 -0.0015 -1.5E-05 54.5 1.635 477 4 2 0.05
65.7 0 -0.0015 -1.5E-05 54.5 1.635 477 4 2 0.05
65.8 0 0 0 54.5 1.635 477 4 2 0.05
65.9 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
66 0 0.0015 1.5E-05 54.5 1.635 477 4 2 0.05
66.1 0 -0.033 -0.00033 49 1.47 477 4 2 0.05
66.2 0 -0.096 -0.00096 28.5 0.855 477 4 2 0.05
66.3 0 -0.1455 -0.001455 4.5 0.135 477 4 2 0.05
66.4 0 -0.186 -0.00186 -14.5 -0.435 477 4 2 0.05
66.5 0 -0.2145 -0.002145 -29.5 -0.885 477 4 2 0.05
66.6 0 -0.237 -0.00237 -43.5 -1.305 477 4 2 0.05
66.7 0 -0.264 -0.00264 -55.5 -1.665 477 4 2 0.05
66.8 0 -0.3045 -0.003045 -72.5 -2.175 477 4 2 0.05
66.9 0 -0.3195 -0.003195 -84 -2.52 477 4 2 0.05
67 0 -0.3435 -0.003435 -93.5 -2.805 477 4 2 0.05
67.1 0 -0.402 -0.00402 -116 -3.48 477 4 2 0.05
67.2 0 -0.4485 -0.004485 -136 -4.08 477 4 2 0.05
67.3 0 -0.48 -0.0048 -153 -4.59 477 4 2 0.05
67.4 0 -0.5055 -0.005055 -166 -4.98 477 4 2 0.05
67.5 0 -0.537 -0.00537 -180 -5.4 477 4 2 0.05
67.6 0 -0.573 -0.00573 -195.5 -5.865 477 4 2 0.05
67.7 0 -0.597 -0.00597 -209 -6.27 477 4 2 0.05
67.8 0 -0.612 -0.00612 -217.5 -6.525 477 4 2 0.05
67.9 0 -0.6345 -0.006345 -227.5 -6.825 477 4 2 0.05
68 0 -0.657 -0.00657 -238.5 -7.155 477 4 2 0.05
68.1 0 -0.678 -0.00678 -248.5 -7.455 477 4 2 0.05
68.2 0 -0.6855 -0.006855 -254.5 -7.635 477 4 2 0.05
68.3 0 -0.711 -0.00711 -264 -7.92 477 4 2 0.05
68.4 0 -0.735 -0.00735 -274 -8.22 477 4 2 0.05
68.5 0 -0.759 -0.00759 -285 -8.55 477 4 2 0.05
68.6 0 -0.7785 -0.007785 -294.5 -8.835 477 4 2 0.05
68.7 0 -0.7995 -0.007995 -302.5 -9.075 477 4 2 0.05
68.8 0 -0.828 -0.00828 -313.5 -9.405 477 4 2 0.05
68.9 0 -0.858 -0.00858 -326 -9.78 477 4 2 0.05
69 0 -0.903 -0.00903 -342 -10.26 477 4 2 0.05
69.1 0 -0.933 -0.00933 -355.5 -10.665 477 4 2 0.05
69.2 0 -0.9705 -0.009705 -370.5 -11.115 477 4 2 0.05
69.3 0 -1.0095 -0.010095 -386.5 -11.595 477 4 2 0.05
69.4 0 -1.047 -0.01047 -401.5 -12.045 477 4 2 0.05
69.5 0 -1.086 -0.01086 -416.5 -12.495 477 4 2 0.05
69.6 0 -1.131 -0.01131 -433.5 -13.005 477 4 2 0.05
69.7 0 -1.197 -0.01197 -454.5 -13.635 477 4 2 0.05
69.8 0 -1.2675 -0.012675 -480 -14.4 477 4 2 0.05
69.9 0 -1.2975 -0.012975 -497 -14.91 477 4 2 0.05
70 0 -1.326 -0.01326 -509 -15.27 477 4 2 0.05
70.1 0 -1.3605 -0.013605 -522 -15.66 477 4 2 0.05
70.2 0 -1.4235 -0.014235 -541.5 -16.245 477 4 2 0.05
70.3 0 -1.4715 -0.014715 -558.5 -16.755 477 4 2 0.05
70.4 0 -1.5315 -0.015315 -577.5 -17.325 477 4 2 0.05
70.5 0 -1.6125 -0.016125 -600.5 -18.015 477 4 2 0.05
70.6 0 -1.692 -0.01692 -625.5 -18.765 477 4 2 0.05
70.7 0 -1.7895 -0.017895 -654.5 -19.635 477 4 2 0.05
70.8 0 -1.902 -0.01902 -686 -20.58 477 4 2 0.05
70.9 0 -2.0235 -0.020235 -720 -21.6 477 4 2 0.05
71 0 -2.1525 -0.021525 -754 -22.62 477 4 2 0.05
71.1 0 -2.301 -0.02301 -791.5 -23.745 477 4 2 0.05
71.2 0 -2.475 -0.02475 -832 -24.96 477 4 2 0.05
71.3 0 -2.6145 -0.026145 -867 -26.01 477 4 2 0.05
71.4 0 -2.7645 -0.027645 -898.5 -26.955 477 4 2 0.05
71.5 0 -2.898 -0.02898 -928.5 -27.855 477 4 2 0.05
71.6 0 -2.9475 -0.029475 -943.5 -28.305 477 4 2 0.05
71.7 0 -2.973 -0.02973 -949.5 -28.485 477 4 2 0.05
71.8 0 -2.9835 -0.029835 -954.5 -28.635 477 4 2 0.05
71.9 0 -2.9925 -0.029925 -954.5 -28.635 477 4 2 0.05
72 0 -2.9925 -0.029925 -957 -28.71 477 4 2 0.05
72.1 0 -2.994 -0.02994 -956 -28.68 477 4 2 0.05
72.2 0 -2.994 -0.02994 -955.5 -28.665 477 4 2 0.05
72.3 0 -2.9955 -0.029955 -957 -28.71 477 4 2 0.05
72.4 0 -2.9925 -0.029925 -957 -28.71 477 4 2 0.05
72.5 0 -2.994 -0.02994 -957.5 -28.725 477 4 2 0.05
72.6 0 -2.9955 -0.029955 -957 -28.71 477 4 2 0.05
72.7 0 -2.9955 -0.029955 -957 -28.71 477 4 2 0.05
72.8 0 -2.9985 -0.029985 -957.5 -28.725 477 4 2 0.05
72.9 0 -2.994 -0.02994 -956.5 -28.695 477 4 2 0.05
73 0 -2.9985 -0.029985 -958 -28.74 477 4 2 0.05
73.1 0 -2.9955 -0.029955 -958 -28.74 477 4 2 0.05
73.2 0 -2.997 -0.02997 -957.5 -28.725 477 4 2 0.05
73.3 0 -2.9985 -0.029985 -956.5 -28.695 477 4 2 0.05
73.4 0 -2.997 -0.02997 -956.5 -28.695 477 4 2 0.05
73.5 0 -2.997 -0.02997 -956 -28.68 477 4 2 0.05
73.6 0 -2.997 -0.02997 -958 -28.74 477 4 2 0.05
73.7 0 -2.997 -0.02997 -956.5 -28.695 477 4 2 0.05
73.8 0 -2.9985 -0.029985 -956 -28.68 477 4 2 0.05
73.9 0 -2.997 -0.02997 -956 -28.68 477 4 2 0.05
74 0 -2.9985 -0.029985 -956 -28.68 477 4 2 0.05
74.1 0 -2.9985 -0.029985 -956.5 -28.695 477 4 2 0.05
74.2 0 -2.997 -0.02997 -958 -28.74 477 4 2 0.05
74.3 0 -2.9985 -0.029985 -956.5 -28.695 477 4 2 0.05
74.4 0 -3.0015 -0.030015 -956 -28.68 477 4 2 0.05
74.5 0 -2.997 -0.02997 -956 -28.68 477 4 2 0.05
74.6 0 -2.9985 -0.029985 -957.5 -28.725 477 4 2 0.05
74.7 0 -2.9985 -0.029985 -957.5 -28.725 477 4 2 0.05
74.8 0 -3 -0.03 -956 -28.68 477 4 2 0.05
74.9 0 -3 -0.03 -957.5 -28.725 477 4 2 0.05
75 0 -3 -0.03 -957 -28.71 477 4 2 0.05
75.1 0 -3 -0.03 -957.5 -28.725 477 4 2 0.05
75.2 0 -2.9985 -0.029985 -958 -28.74 477 4 2 0.05
75.3 0 -3.0015 -0.030015 -957 -28.71 477 4 2 0.05
75.4 0 -2.9985 -0.029985 -958 -28.74 477 4 2 0.05
75.5 0 -3 -0.03 -957 -28.71 477 4 2 0.05
75.6 0 -2.9985 -0.029985 -958 -28.74 477 4 2 0.05
75.7 0 -3 -0.03 -956.5 -28.695 477 4 2 0.05
75.8 0 -2.9985 -0.029985 -956.5 -28.695 477 4 2 0.05
75.9 0 -3 -0.03 -958.5 -28.755 477 4 2 0.05
76 0 -3 -0.03 -957 -28.71 477 4 2 0.05
76.1 0 -3 -0.03 -957 -28.71 477 4 2 0.05
76.2 0 -3.0015 -0.030015 -958 -28.74 477 4 2 0.05
76.3 0 -3.0015 -0.030015 -958 -28.74 477 4 2 0.05
76.4 0 -3.0015 -0.030015 -958.5 -28.755 477 4 2 0.05
76.5 0 -3.003 -0.03003 -957 -28.71 477 4 2 0.05
76.6 0 -3 -0.03 -958.5 -28.755 477 4 2 0.05
76.7 0 -3.0015 -0.030015 -957.5 -28.725 477 4 2 0.05
76.8 0 -3.0015 -0.030015 -957.5 -28.725 477 4 2 0.05
76.9 0 -3 -0.03 -958.5 -28.755 477 4 2 0.05
77 0 -3 -0.03 -956.5 -28.695 477 4 2 0.05
77.1 0 -3 -0.03 -958.5 -28.755 477 4 2 0.05
77.2 0 -3.0015 -0.030015 -956.5 -28.695 477 4 2 0.05
77.3 0 -3.0015 -0.030015 -957 -28.71 477 4 2 0.05
77.4 0 -3 -0.03 -957.5 -28.725 477 4 2 0.05
77.5 0 -3 -0.03 -958 -28.74 477 4 2 0.05
77.6 0 -3.0015 -0.030015 -958 -28.74 477 4 2 0.05
77.7 0 -3 -0.03 -958 -28.74 477 4 2 0.05
77.8 0 -3 -0.03 -958.5 -28.755 477 4 2 0.05
77.9 0 -3 -0.03 -956.5 -28.695 477 4 2 0.05
78 0 -3 -0.03 -958 -28.74 477 4 2 0.05
78.1 0 -2.9985 -0.029985 -957 -28.71 477 4 2 0.05
78.2 0 -3 -0.03 -958 -28.74 477 4 2 0.05
78.3 0 -3.0015 -0.030015 -958.5 -28.755 477 4 2 0.05
78.4 0 -3 -0.03 -958 -28.74 477 4 2 0.05
78.5 0 -3.0015 -0.030015 -958 -28.74 477 4 2 0.05
78.6 0 -3 -0.03 -956.5 -28.695 477 4 2 0.05
78.7 0 -3.0015 -0.030015 -958 -28.74 477 4 2 0.05
78.8 0 -3 -0.03 -958.5 -28.755 477 4 2 0.05
78.9 0 -2.9985 -0.029985 -956.5 -28.695 477 4 2 0.05
79 0 -3.0015 -0.030015 -958.5 -28.755 477 4 2 0.05
79.1 0 -3 -0.03 -956.5 -28.695 477 4 2 0.05
79.2 0 -2.9985 -0.029985 -958.5 -28.755 477 4 2 0.05
79.3 0 -3 -0.03 -958 -28.74 477 4 2 0.05
79.4 0 -3.0015 -0.030015 -958.5 -28.755 477 4 2 0.05
79.5 0 -3 -0.03 -958.5 -28.755 477 4 2 0.05
79.6 0 -3 -0.03 -958 -28.74 477 4 2 0.05
79.7 0 -3.0015 -0.030015 -958.5 -28.755 477 4 2 0.05
79.8 0 -3.0015 -0.030015 -958 -28.74 477 4 2 0.05
79.9 0 -3.0015 -0.030015 -957.5 -28.725 477 4 2 0.05
80 0 -3.0015 -0.030015 -958.5 -28.755 477 4 2 0.05
80.1 0 -3.0015 -0.030015 -958.5 -28.755 477 4 2 0.05
80.2 0 -2.9985 -0.029985 -957 -28.71 477 4 2 0.05
80.3 0 -2.9985 -0.029985 -959 -28.77 477 4 2 0.05
80.4 0 -2.9385 -0.029385 -952.5 -28.575 477 4 2 0.05
80.5 0 -2.9385 -0.029385 -953.5 -28.605 477 4 2 0.05
80.6 0 -2.904 -0.02904 -949.5 -28.485 477 4 2 0.05
80.7 0 -2.8065 -0.028065 -942 -28.26 477 4 2 0.05
80.8 0 -2.6805 -0.026805 -928.5 -27.855 477 4 2 0.05
80.9 0 -2.556 -0.02556 -912 -27.36 477 4 2 0.05
