#t[s] err_t[s] I[A] err_I[A] B[mT] err_B[mT] l_Fe[mm] err_l_Fe[mm] d[mm] err_d[mm]
20.4 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
20.5 0 2.1105 0.021105 -766 -22.98 477 4 2 0.05
20.6 0 2.1105 0.021105 -766.5 -22.995 477 4 2 0.05
20.7 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
20.8 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
20.9 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
21 0 2112 21.12 -766.5 -22.995 477 4 2 0.05
21.1 0 2112 21.12 -766.5 -22.995 477 4 2 0.05
21.2 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
21.3 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
21.4 0 2115 21.15 -766.5 -22.995 477 4 2 0.05
21.5 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
21.6 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
21.7 0 2115 21.15 -766.5 -22.995 477 4 2 0.05
21.8 0 2112 21.12 -766.5 -22.995 477 4 2 0.05
21.9 0 2115 21.15 -767 -23.01 477 4 2 0.05
22 0 2.1135 0.021135 -766 -22.98 477 4 2 0.05
22.1 0 2112 21.12 -767 -23.01 477 4 2 0.05
22.2 0 2115 21.15 -767 -23.01 477 4 2 0.05
22.3 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
22.4 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
22.5 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
22.6 0 2115 21.15 -767 -23.01 477 4 2 0.05
22.7 0 2112 21.12 -766.5 -22.995 477 4 2 0.05
22.8 0 2115 21.15 -766.5 -22.995 477 4 2 0.05
22.9 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
23 0 2112 21.12 -767 -23.01 477 4 2 0.05
23.1 0 2112 21.12 -767 -23.01 477 4 2 0.05
23.2 0 2115 21.15 -767 -23.01 477 4 2 0.05
23.3 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
23.4 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
23.5 0 2112 21.12 -767 -23.01 477 4 2 0.05
23.6 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
23.7 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
23.8 0 2115 21.15 -767 -23.01 477 4 2 0.05
23.9 0 2112 21.12 -767 -23.01 477 4 2 0.05
24 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
24.1 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
24.2 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
24.3 0 2115 21.15 -767 -23.01 477 4 2 0.05
24.4 0 2115 21.15 -767 -23.01 477 4 2 0.05
24.5 0 2115 21.15 -767 -23.01 477 4 2 0.05
24.6 0 2115 21.15 -767 -23.01 477 4 2 0.05
24.7 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
24.8 0 2112 21.12 -767 -23.01 477 4 2 0.05
24.9 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
25 0 2115 21.15 -767 -23.01 477 4 2 0.05
25.1 0 2115 21.15 -767 -23.01 477 4 2 0.05
25.2 0 2115 21.15 -767 -23.01 477 4 2 0.05
25.3 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
25.4 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
25.5 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
25.6 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
25.7 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
25.8 0 2.1165 0.021165 -767 -23.01 477 4 2 0.05
25.9 0 2115 21.15 -767 -23.01 477 4 2 0.05
26 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
26.1 0 2115 21.15 -767 -23.01 477 4 2 0.05
26.2 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
26.3 0 2115 21.15 -767 -23.01 477 4 2 0.05
26.4 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
26.5 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
26.6 0 2115 21.15 -767 -23.01 477 4 2 0.05
26.7 0 2115 21.15 -767 -23.01 477 4 2 0.05
26.8 0 2115 21.15 -767 -23.01 477 4 2 0.05
26.9 0 2112 21.12 -767 -23.01 477 4 2 0.05
27 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
27.1 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
27.2 0 2115 21.15 -767 -23.01 477 4 2 0.05
27.3 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
27.4 0 2.1135 0.021135 -766.5 -22.995 477 4 2 0.05
27.5 0 2115 21.15 -767 -23.01 477 4 2 0.05
27.6 0 2115 21.15 -767 -23.01 477 4 2 0.05
27.7 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
27.8 0 2115 21.15 -767 -23.01 477 4 2 0.05
27.9 0 2115 21.15 -767 -23.01 477 4 2 0.05
28 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
28.1 0 2115 21.15 -767 -23.01 477 4 2 0.05
28.2 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
28.3 0 2115 21.15 -767 -23.01 477 4 2 0.05
28.4 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
28.5 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
28.6 0 2115 21.15 -767 -23.01 477 4 2 0.05
28.7 0 2115 21.15 -767 -23.01 477 4 2 0.05
28.8 0 2.1165 0.021165 -767 -23.01 477 4 2 0.05
28.9 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
29 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
29.1 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
29.2 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
29.3 0 2.1135 0.021135 -767 -23.01 477 4 2 0.05
29.4 0 2112 21.12 -767 -23.01 477 4 2 0.05
29.5 0 2.0925 0.020925 -766 -22.98 477 4 2 0.05
29.6 0 2.0235 0.020235 -758 -22.74 477 4 2 0.05
29.7 0 1.9545 0.019545 -749 -22.47 477 4 2 0.05
29.8 0 1887 18.87 -738.5 -22.155 477 4 2 0.05
29.9 0 1803 18.03 -724 -21.72 477 4 2 0.05
30 0 1716 17.16 -707 -21.21 477 4 2 0.05
30.1 0 1641 16.41 -690 -20.7 477 4 2 0.05
30.2 0 1.5675 0.015675 -672.5 -20.175 477 4 2 0.05
30.3 0 1503 15.03 -656 -19.68 477 4 2 0.05
30.4 0 1.47 0.0147 -645 -19.35 477 4 2 0.05
30.5 0 1.4385 0.014385 -635.5 -19.065 477 4 2 0.05
30.6 0 1392 13.92 -624 -18.72 477 4 2 0.05
30.7 0 1.3515 0.013515 -611 -18.33 477 4 2 0.05
30.8 0 1.32 0.0132 -601.5 -18.045 477 4 2 0.05
30.9 0 1308 13.08 -596 -17.88 477 4 2 0.05
31 0 1.2855 0.012855 -589.5 -17.685 477 4 2 0.05
31.1 0 1257 12.57 -581.5 -17.445 477 4 2 0.05
31.2 0 1.2195 0.012195 -571.5 -17.145 477 4 2 0.05
31.3 0 1182 11.82 -561 -16.83 477 4 2 0.05
31.4 0 1.1565 0.011565 -551.5 -16.545 477 4 2 0.05
31.5 0 1122 11.22 -541.5 -16.245 477 4 2 0.05
31.6 0 1.0875 0.010875 -530.5 -15.915 477 4 2 0.05
31.7 0 1062 10.62 -521.5 -15.645 477 4 2 0.05
31.8 0 1.0455 0.010455 -515 -15.45 477 4 2 0.05
31.9 0 1023 10.23 -508 -15.24 477 4 2 0.05
32 0 1.0125 0.010125 -503 -15.09 477 4 2 0.05
32.1 0 996 9.96 -497.5 -14.925 477 4 2 0.05
32.2 0 975 9.75 -491 -14.73 477 4 2 0.05
32.3 0 945 9.45 -481.5 -14.445 477 4 2 0.05
32.4 0 0.9195 0.009195 -473 -14.19 477 4 2 0.05
32.5 0 906 9.06 -466 -13.98 477 4 2 0.05
32.6 0 891 8.91 -461 -13.83 477 4 2 0.05
32.7 0 876 8.76 -456 -13.68 477 4 2 0.05
32.8 0 858 8.58 -449 -13.47 477 4 2 0.05
32.9 0 0.8265 0.008265 -440.5 -13.215 477 4 2 0.05
33 0 792 7.92 -428.5 -12.855 477 4 2 0.05
33.1 0 0.78 0.0078 -422.5 -12.675 477 4 2 0.05
33.2 0 774 7.74 -419 -12.57 477 4 2 0.05
33.3 0 0.75 0.0075 -410.5 -12.315 477 4 2 0.05
33.4 0 723 7.23 -402.5 -12.075 477 4 2 0.05
33.5 0 696 6.96 -391.5 -11.745 477 4 2 0.05
33.6 0 672 6.72 -382 -11.46 477 4 2 0.05
33.7 0 0.6375 0.006375 -370 -11.1 477 4 2 0.05
33.8 0 621 6.21 -361.5 -10.845 477 4 2 0.05
33.9 0 0.6015 0.006015 -354 -10.62 477 4 2 0.05
34 0 588 5.88 -346.5 -10.395 477 4 2 0.05
34.1 0 0.5685 0.005685 -340 -10.2 477 4 2 0.05
34.2 0 552 5.52 -333.5 -10.005 477 4 2 0.05
34.3 0 525 5.25 -323 -9.69 477 4 2 0.05
34.4 0 495 4.95 -309 -9.27 477 4 2 0.05
34.5 0 477 4.77 -301.5 -9.045 477 4 2 0.05
34.6 0 0.4515 0.004515 -291.5 -8.745 477 4 2 0.05
34.7 0 0.4305 0.004305 -281.5 -8.445 477 4 2 0.05
34.8 0 423 4.23 -275 -8.25 477 4 2 0.05
34.9 0 0.4185 0.004185 -272 -8.16 477 4 2 0.05
35 0 411 4.11 -269 -8.07 477 4 2 0.05
35.1 0 0.3855 0.003855 -260.5 -7.815 477 4 2 0.05
35.2 0 0.3465 0.003465 -243 -7.29 477 4 2 0.05
35.3 0 0.3255 0.003255 -232.5 -6.975 477 4 2 0.05
35.4 0 0.3225 0.003225 -227.5 -6.825 477 4 2 0.05
35.5 0 0.2985 0.002985 -220 -6.6 477 4 2 0.05
35.6 0 0.2835 0.002835 -211 -6.33 477 4 2 0.05
35.7 0 0.2745 0.002745 -206 -6.18 477 4 2 0.05
35.8 0 0.2565 0.002565 -198.5 -5.955 477 4 2 0.05
35.9 0 0.2475 0.002475 -193.5 -5.805 477 4 2 0.05
36 0 0.2355 0.002355 -187.5 -5.625 477 4 2 0.05
36.1 0 0.2235 0.002235 -182.5 -5.475 477 4 2 0.05
36.2 0 0.1935 0.001935 -168.5 -5.055 477 4 2 0.05
36.3 0 0.18 0.0018 -161.5 -4.845 477 4 2 0.05
36.4 0 162 1.62 -154 -4.62 477 4 2 0.05
36.5 0 144 1.44 -145 -4.35 477 4 2 0.05
36.6 0 129 1.29 -136.5 -4.095 477 4 2 0.05
36.7 0 111 1.11 -129.5 -3.885 477 4 2 0.05
36.8 0 96 0.96 -120 -3.6 477 4 2 0.05
36.9 0 75 0.75 -111.5 -3.345 477 4 2 0.05
37 0 57 0.57 -103.5 -3.105 477 4 2 0.05
37.1 0 51 0.51 -97.5 -2.925 477 4 2 0.05
37.2 0 36 0.36 -91.5 -2.745 477 4 2 0.05
37.3 0 0.0315 0.000315 -87 -2.61 477 4 2 0.05
37.4 0 15 0.15 -81 -2.43 477 4 2 0.05
37.5 0 0 0 -73.5 -2.205 477 4 2 0.05
37.6 0 -3 -0.03 -70 -2.1 477 4 2 0.05
37.7 0 -0.0015 -1.5E-05 -69.5 -2.085 477 4 2 0.05
37.8 0 0 0 -68.5 -2.055 477 4 2 0.05
37.9 0 0 0 -68 -2.04 477 4 2 0.05
38 0 0 0 -67.5 -2.025 477 4 2 0.05
38.1 0 0 0 -67.5 -2.025 477 4 2 0.05
38.2 0 -0.0015 -1.5E-05 -67.5 -2.025 477 4 2 0.05
38.3 0 0 0 -67.5 -2.025 477 4 2 0.05
38.4 0 0 0 -67.5 -2.025 477 4 2 0.05
38.5 0 0 0 -67 -2.01 477 4 2 0.05
38.6 0 0 0 -67 -2.01 477 4 2 0.05
38.7 0 0.0015 1.5E-05 -67.5 -2.025 477 4 2 0.05
38.8 0 0 0 -67 -2.01 477 4 2 0.05
38.9 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
39 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
39.1 0 0 0 -67 -2.01 477 4 2 0.05
39.2 0 0 0 -67 -2.01 477 4 2 0.05
39.3 0 0 0 -67 -2.01 477 4 2 0.05
39.4 0 0 0 -67 -2.01 477 4 2 0.05
39.5 0 0 0 -67 -2.01 477 4 2 0.05
39.6 0 0 0 -67 -2.01 477 4 2 0.05
39.7 0 -0.0015 -1.5E-05 -67 -2.01 477 4 2 0.05
39.8 0 -0.0015 -1.5E-05 -67 -2.01 477 4 2 0.05
39.9 0 0 0 -67 -2.01 477 4 2 0.05
40 0 0 0 -67 -2.01 477 4 2 0.05
40.1 0 0 0 -67 -2.01 477 4 2 0.05
40.2 0 0 0 -67 -2.01 477 4 2 0.05
40.3 0 0 0 -67 -2.01 477 4 2 0.05
40.4 0 0 0 -67 -2.01 477 4 2 0.05
40.5 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
40.6 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
40.7 0 0 0 -67 -2.01 477 4 2 0.05
40.8 0 -0.0015 -1.5E-05 -67 -2.01 477 4 2 0.05
40.9 0 0 0 -67 -2.01 477 4 2 0.05
41 0 0 0 -67 -2.01 477 4 2 0.05
41.1 0 0 0 -67 -2.01 477 4 2 0.05
41.2 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
41.3 0 0 0 -67 -2.01 477 4 2 0.05
41.4 0 0 0 -67 -2.01 477 4 2 0.05
41.5 0 0 0 -67 -2.01 477 4 2 0.05
41.6 0 -0.0015 -1.5E-05 -67 -2.01 477 4 2 0.05
41.7 0 -0.0015 -1.5E-05 -67 -2.01 477 4 2 0.05
41.8 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
41.9 0 0 0 -67 -2.01 477 4 2 0.05
42 0 0 0 -67.5 -2.025 477 4 2 0.05
42.1 0 0 0 -67 -2.01 477 4 2 0.05
42.2 0 0 0 -67 -2.01 477 4 2 0.05
42.3 0 0 0 -67 -2.01 477 4 2 0.05
42.4 0 0.0015 1.5E-05 -67 -2.01 477 4 2 0.05
42.5 0 0 0 -67 -2.01 477 4 2 0.05
