#t[s] err_t[s] I[A] err_I[A] B[mT] err_B[mT] l_Fe[mm] err_l_Fe[mm] d[mm] err_d[mm]
0 0 0 0 -0.5 -0.015 477 4 2 0.05
0.1 0 0 0 -0.5 -0.015 477 4 2 0.05
0.2 0 0 0 -0.5 -0.015 477 4 2 0.05
0.3 0 0 0 -0.5 -0.015 477 4 2 0.05
0.4 0 0 0 -0.5 -0.015 477 4 2 0.05
0.5 0 0 0 -0.5 -0.015 477 4 2 0.05
0.6 0 0.0015 1.5E-05 -0.5 -0.015 477 4 2 0.05
0.7 0 0 0 -0.5 -0.015 477 4 2 0.05
0.8 0 0.0015 1.5E-05 -0.5 -0.015 477 4 2 0.05
0.9 0 0 0 0 0 477 4 2 0.05
1 0 -0.0015 -1.5E-05 -0.5 -0.015 477 4 2 0.05
1.1 0 -0.0015 -1.5E-05 -0.5 -0.015 477 4 2 0.05
1.2 0 0 0 -0.5 -0.015 477 4 2 0.05
1.3 0 0 0 -0.5 -0.015 477 4 2 0.05
1.4 0 0.003 3E-05 -0.5 -0.015 477 4 2 0.05
1.5 0 0.0015 1.5E-05 -0.5 -0.015 477 4 2 0.05
1.6 0 0.0015 1.5E-05 -0.5 -0.015 477 4 2 0.05
1.7 0 0 0 -0.5 -0.015 477 4 2 0.05
1.8 0 0 0 -0.5 -0.015 477 4 2 0.05
1.9 0 -0.0135 -0.000135 -2.5 -0.075 477 4 2 0.05
2 0 -0.0435 -0.000435 -10 -0.3 477 4 2 0.05
2.1 0 -0.066 -0.00066 -18.5 -0.555 477 4 2 0.05
2.2 0 -0.1035 -0.001035 -31.5 -0.945 477 4 2 0.05
2.3 0 -0.126 -0.00126 -41.5 -1.245 477 4 2 0.05
2.4 0 -0.1545 -0.001545 -53.5 -1.605 477 4 2 0.05
2.5 0 -0.18 -0.0018 -64 -1.92 477 4 2 0.05
2.6 0 -0.2085 -0.002085 -76 -2.28 477 4 2 0.05
2.7 0 -0.2535 -0.002535 -94 -2.82 477 4 2 0.05
2.8 0 -0.288 -0.00288 -112.5 -3.375 477 4 2 0.05
2.9 0 -0.3225 -0.003225 -128 -3.84 477 4 2 0.05
3 0 -0.3525 -0.003525 -141.5 -4.245 477 4 2 0.05
3.1 0 -0.381 -0.00381 -156 -4.68 477 4 2 0.05
3.2 0 -0.4065 -0.004065 -168.5 -5.055 477 4 2 0.05
3.3 0 -0.4275 -0.004275 -178.5 -5.355 477 4 2 0.05
3.4 0 -0.453 -0.00453 -191 -5.73 477 4 2 0.05
3.5 0 -0.4785 -0.004785 -202 -6.06 477 4 2 0.05
3.6 0 -0.489 -0.00489 -208 -6.24 477 4 2 0.05
3.7 0 -0.5085 -0.005085 -216.5 -6.495 477 4 2 0.05
3.8 0 -0.531 -0.00531 -226.5 -6.795 477 4 2 0.05
3.9 0 -0.5595 -0.005595 -239 -7.17 477 4 2 0.05
4 0 -0.582 -0.00582 -252.5 -7.575 477 4 2 0.05
4.1 0 -0.5805 -0.005805 -254.5 -7.635 477 4 2 0.05
4.2 0 -0.582 -0.00582 -255 -7.65 477 4 2 0.05
4.3 0 -0.5805 -0.005805 -255 -7.65 477 4 2 0.05
4.4 0 -0.5865 -0.005865 -255.5 -7.665 477 4 2 0.05
4.5 0 -0.6525 -0.006525 -275.5 -8.265 477 4 2 0.05
4.6 0 -0.726 -0.00726 -307 -9.21 477 4 2 0.05
4.7 0 -0.783 -0.00783 -330 -9.9 477 4 2 0.05
4.8 0 -0.792 -0.00792 -338 -10.14 477 4 2 0.05
4.9 0 -0.828 -0.00828 -350 -10.5 477 4 2 0.05
5 0 -0.8895 -0.008895 -371.5 -11.145 477 4 2 0.05
5.1 0 -0.948 -0.00948 -393.5 -11.805 477 4 2 0.05
5.2 0 -0.9945 -0.009945 -411 -12.33 477 4 2 0.05
5.3 0 -1.035 -0.01035 -426 -12.78 477 4 2 0.05
5.4 0 -1.095 -0.01095 -445 -13.35 477 4 2 0.05
5.5 0 -1.134 -0.01134 -460.5 -13.815 477 4 2 0.05
5.6 0 -1.1715 -0.011715 -474 -14.22 477 4 2 0.05
5.7 0 -1.1985 -0.011985 -484.5 -14.535 477 4 2 0.05
5.8 0 -1.233 -0.01233 -495.5 -14.865 477 4 2 0.05
5.9 0 -1.2735 -0.012735 -507.5 -15.225 477 4 2 0.05
6 0 -1.3005 -0.013005 -518 -15.54 477 4 2 0.05
6.1 0 -1.335 -0.01335 -528.5 -15.855 477 4 2 0.05
6.2 0 -1.3635 -0.013635 -539 -16.17 477 4 2 0.05
6.3 0 -1.3695 -0.013695 -544 -16.32 477 4 2 0.05
6.4 0 -1.3815 -0.013815 -547 -16.41 477 4 2 0.05
6.5 0 -1.3965 -0.013965 -551.5 -16.545 477 4 2 0.05
6.6 0 -1.4145 -0.014145 -556.5 -16.695 477 4 2 0.05
6.7 0 -1.4265 -0.014265 -561.5 -16.845 477 4 2 0.05
6.8 0 -1.434 -0.01434 -564 -16.92 477 4 2 0.05
6.9 0 -1.4565 -0.014565 -569.5 -17.085 477 4 2 0.05
7 0 -1.491 -0.01491 -579.5 -17.385 477 4 2 0.05
7.1 0 -1.5015 -0.015015 -584.5 -17.535 477 4 2 0.05
7.203 0 -1.509 -0.01509 -587 -17.61 477 4 2 0.05
7.313 0 -1.527 -0.01527 -591.5 -17.745 477 4 2 0.05
7.407 0 -1.5555 -0.015555 -599.5 -17.985 477 4 2 0.05
7.5 0 -1.5855 -0.015855 -608 -18.24 477 4 2 0.05
7.61 0 -1.6245 -0.016245 -619 -18.57 477 4 2 0.05
7.703 0 -1.6425 -0.016425 -626 -18.78 477 4 2 0.05
7.813 0 -1.683 -0.01683 -636 -19.08 477 4 2 0.05
7.907 0 -1.7445 -0.017445 -650.5 -19.515 477 4 2 0.05
8 0 -1.812 -0.01812 -668 -20.04 477 4 2 0.05
8.11 0 -1.866 -0.01866 -686 -20.58 477 4 2 0.05
8.204 0 -1.8915 -0.018915 -696 -20.88 477 4 2 0.05
8.313 0 -1.9155 -0.019155 -704 -21.12 477 4 2 0.05
8.407 0 -1.9305 -0.019305 -709.5 -21.285 477 4 2 0.05
8.5 0 -1.965 -0.01965 -717 -21.51 477 4 2 0.05
8.61 0 -1.9935 -0.019935 -725 -21.75 477 4 2 0.05
8.704 0 -2.0055 -0.020055 -731 -21.93 477 4 2 0.05
8.8 0 -2.016 -0.02016 -734 -22.02 477 4 2 0.05
8.9 0 -2.0205 -0.020205 -736.5 -22.095 477 4 2 0.05
9 0 -2.0235 -0.020235 -737.5 -22.125 477 4 2 0.05
9.1 0 -2.025 -0.02025 -738.5 -22.155 477 4 2 0.05
9.2 0 -2.028 -0.02028 -739.5 -22.185 477 4 2 0.05
9.3 0 -2.0265 -0.020265 -740 -22.2 477 4 2 0.05
9.407 0 -2.0295 -0.020295 -740 -22.2 477 4 2 0.05
9.5 0 -2.0295 -0.020295 -740 -22.2 477 4 2 0.05
9.611 0 -2.0295 -0.020295 -740 -22.2 477 4 2 0.05
9.704 0 -2.0295 -0.020295 -740.5 -22.215 477 4 2 0.05
9.813 0 -2.0295 -0.020295 -740.5 -22.215 477 4 2 0.05
9.907 0 -2.0295 -0.020295 -740.5 -22.215 477 4 2 0.05
10 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
10.1 0 -2.031 -0.02031 -740.5 -22.215 477 4 2 0.05
10.2 0 -2.0325 -0.020325 -741 -22.23 477 4 2 0.05
10.3 0 -2.0325 -0.020325 -741 -22.23 477 4 2 0.05
10.4 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
10.5 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
10.6 0 -2.0325 -0.020325 -741 -22.23 477 4 2 0.05
10.7 0 -2.0325 -0.020325 -741 -22.23 477 4 2 0.05
10.8 0 -2.034 -0.02034 -741.5 -22.245 477 4 2 0.05
10.9 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
11 0 -2.034 -0.02034 -741.5 -22.245 477 4 2 0.05
11.1 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
11.2 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
11.3 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
11.4 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
11.5 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
11.6 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
11.7 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
11.8 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
11.9 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
12 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
12.1 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
12.2 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
12.3 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
12.4 0 -2.0355 -0.020355 -741.5 -22.245 477 4 2 0.05
12.5 0 -2.034 -0.02034 -741.5 -22.245 477 4 2 0.05
12.6 0 -2.034 -0.02034 -741.5 -22.245 477 4 2 0.05
12.7 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
12.8 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
12.9 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
13 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
13.1 0 -2.034 -0.02034 -741.5 -22.245 477 4 2 0.05
13.2 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
13.3 0 -2.034 -0.02034 -741.5 -22.245 477 4 2 0.05
13.4 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
13.5 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
13.6 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
13.7 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
13.8 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
13.9 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
14 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
14.1 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
14.2 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
14.3 0 -2.0325 -0.020325 -741 -22.23 477 4 2 0.05
14.4 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
14.5 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
14.6 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
14.7 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
14.8 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
14.9 0 -2.0295 -0.020295 -741 -22.23 477 4 2 0.05
15 0 -2.0295 -0.020295 -741.5 -22.245 477 4 2 0.05
15.1 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
15.2 0 -2.0295 -0.020295 -741 -22.23 477 4 2 0.05
15.3 0 -2.0295 -0.020295 -741 -22.23 477 4 2 0.05
15.4 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
15.5 0 -2.0295 -0.020295 -741.5 -22.245 477 4 2 0.05
15.6 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
15.7 0 -2.028 -0.02028 -741.5 -22.245 477 4 2 0.05
15.8 0 -2.0325 -0.020325 -741 -22.23 477 4 2 0.05
15.9 0 -2.0295 -0.020295 -741 -22.23 477 4 2 0.05
16 0 -2.028 -0.02028 -741 -22.23 477 4 2 0.05
16.1 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
16.2 0 -2.0295 -0.020295 -741.5 -22.245 477 4 2 0.05
16.3 0 -2.0295 -0.020295 -741 -22.23 477 4 2 0.05
16.4 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
16.5 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
16.6 0 -2.0295 -0.020295 -741 -22.23 477 4 2 0.05
16.7 0 -2.0295 -0.020295 -741 -22.23 477 4 2 0.05
16.8 0 -2.0295 -0.020295 -741.5 -22.245 477 4 2 0.05
16.9 0 -2.0295 -0.020295 -741.5 -22.245 477 4 2 0.05
17 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
17.1 0 -2.0295 -0.020295 -741 -22.23 477 4 2 0.05
17.2 0 -2.031 -0.02031 -741 -22.23 477 4 2 0.05
17.3 0 -2.0295 -0.020295 -741.5 -22.245 477 4 2 0.05
17.4 0 -2.0295 -0.020295 -741.5 -22.245 477 4 2 0.05
17.5 0 -2.031 -0.02031 -741.5 -22.245 477 4 2 0.05
17.6 0 -2.0325 -0.020325 -741.5 -22.245 477 4 2 0.05
17.7 0 -2.01 -0.0201 -740 -22.2 477 4 2 0.05
17.8 0 -1.953 -0.01953 -733.5 -22.005 477 4 2 0.05
17.9 0 -1.8705 -0.018705 -722.5 -21.675 477 4 2 0.05
18 0 -1.7775 -0.017775 -708.5 -21.255 477 4 2 0.05
18.1 0 -1.665 -0.01665 -688 -20.64 477 4 2 0.05
18.2 0 -1.6005 -0.016005 -672 -20.16 477 4 2 0.05
18.3 0 -1.527 -0.01527 -655 -19.65 477 4 2 0.05
18.4 0 -1.455 -0.01455 -637 -19.11 477 4 2 0.05
18.5 0 -1.3875 -0.013875 -619.5 -18.585 477 4 2 0.05
18.6 0 -1.3335 -0.013335 -603.5 -18.105 477 4 2 0.05
18.7 0 -1.29 -0.0129 -589.5 -17.685 477 4 2 0.05
18.8 0 -1.251 -0.01251 -578 -17.34 477 4 2 0.05
18.9 0 -1.2015 -0.012015 -564 -16.92 477 4 2 0.05
19 0 -1.1235 -0.011235 -544 -16.32 477 4 2 0.05
19.1 0 -1.053 -0.01053 -522 -15.66 477 4 2 0.05
19.2 0 -0.9855 -0.009855 -499.5 -14.985 477 4 2 0.05
19.3 0 -0.93 -0.0093 -479.5 -14.385 477 4 2 0.05
19.4 0 -0.8655 -0.008655 -458.5 -13.755 477 4 2 0.05
19.5 0 -0.786 -0.00786 -432 -12.96 477 4 2 0.05
19.6 0 -0.672 -0.00672 -393 -11.79 477 4 2 0.05
19.7 0 -0.57 -0.0057 -352 -10.56 477 4 2 0.05
19.8 0 -0.486 -0.00486 -314.5 -9.435 477 4 2 0.05
19.9 0 -0.4305 -0.004305 -288.5 -8.655 477 4 2 0.05
20 0 -0.3795 -0.003795 -264 -7.92 477 4 2 0.05
20.1 0 -0.345 -0.00345 -244.5 -7.335 477 4 2 0.05
20.2 0 -0.3165 -0.003165 -231 -6.93 477 4 2 0.05
20.3 0 -0.2775 -0.002775 -211.5 -6.345 477 4 2 0.05
20.4 0 -0.2475 -0.002475 -197.5 -5.925 477 4 2 0.05
20.5 0 -0.225 -0.00225 -186 -5.58 477 4 2 0.05
20.6 0 -0.192 -0.00192 -171 -5.13 477 4 2 0.05
20.7 0 -0.1485 -0.001485 -152 -4.56 477 4 2 0.05
20.8 0 -0.1125 -0.001125 -132.5 -3.975 477 4 2 0.05
20.9 0 -0.066 -0.00066 -112.5 -3.375 477 4 2 0.05
21 0 -0.024 -0.00024 -93 -2.79 477 4 2 0.05
21.1 0 0.0015 1.5E-05 -76 -2.28 477 4 2 0.05
21.2 0 0 0 -70.5 -2.115 477 4 2 0.05
21.3 0 0 0 -68.5 -2.055 477 4 2 0.05
21.4 0 0 0 -67.5 -2.025 477 4 2 0.05
21.5 0 0 0 -66.5 -1.995 477 4 2 0.05
21.6 0 -0.003 -3E-05 -66 -1.98 477 4 2 0.05
21.7 0 -0.0015 -1.5E-05 -66 -1.98 477 4 2 0.05
21.8 0 0 0 -65.5 -1.965 477 4 2 0.05
21.9 0 0 0 -65.5 -1.965 477 4 2 0.05
22 0 0 0 -65.5 -1.965 477 4 2 0.05
22.1 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
22.2 0 0 0 -65 -1.95 477 4 2 0.05
22.3 0 0 0 -65 -1.95 477 4 2 0.05
22.4 0 0 0 -65 -1.95 477 4 2 0.05
22.5 0 0 0 -65 -1.95 477 4 2 0.05
22.6 0 -0.003 -3E-05 -65 -1.95 477 4 2 0.05
22.7 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
22.8 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
22.9 0 0.0015 1.5E-05 -65 -1.95 477 4 2 0.05
23 0 0.0015 1.5E-05 -65 -1.95 477 4 2 0.05
23.1 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
23.2 0 -0.003 -3E-05 -65 -1.95 477 4 2 0.05
23.3 0 0 0 -65 -1.95 477 4 2 0.05
23.4 0 0.0015 1.5E-05 -65 -1.95 477 4 2 0.05
23.5 0 0 0 -65 -1.95 477 4 2 0.05
23.6 0 0 0 -65 -1.95 477 4 2 0.05
23.7 0 0 0 -65 -1.95 477 4 2 0.05
23.8 0 0.0015 1.5E-05 -65 -1.95 477 4 2 0.05
23.9 0 0.0015 1.5E-05 -65 -1.95 477 4 2 0.05
24 0 0.0015 1.5E-05 -65 -1.95 477 4 2 0.05
24.1 0 0 0 -65 -1.95 477 4 2 0.05
24.2 0 0 0 -65 -1.95 477 4 2 0.05
24.3 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
24.4 0 0 0 -65 -1.95 477 4 2 0.05
24.5 0 0 0 -65 -1.95 477 4 2 0.05
24.6 0 0 0 -65 -1.95 477 4 2 0.05
24.7 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
24.8 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
24.9 0 -0.0015 -1.5E-05 -65 -1.95 477 4 2 0.05
25 0 0 0 -65 -1.95 477 4 2 0.05
25.1 0 -0.003 -3E-05 -65 -1.95 477 4 2 0.05
25.2 0 0 0 -65 -1.95 477 4 2 0.05
25.3 0 0.0495 0.000495 -54.5 -1.635 477 4 2 0.05
25.4 0 0.096 0.00096 -35 -1.05 477 4 2 0.05
25.5 0 0.1485 0.001485 -11.5 -0.345 477 4 2 0.05
25.6 0 0.192 0.00192 9.5 0.285 477 4 2 0.05
25.7 0 0.279 0.00279 42 1.26 477 4 2 0.05
25.8 0 0.3645 0.003645 82 2.46 477 4 2 0.05
25.9 0 0.384 0.00384 100.5 3.015 477 4 2 0.05
26 0 0.393 0.00393 109.5 3.285 477 4 2 0.05
26.1 0 0.405 0.00405 117 3.51 477 4 2 0.05
26.2 0 0.429 0.00429 125.5 3.765 477 4 2 0.05
26.3 0 0.456 0.00456 137 4.11 477 4 2 0.05
26.4 0 0.483 0.00483 149 4.47 477 4 2 0.05
26.5 0 0.507 0.00507 160 4.8 477 4 2 0.05
26.6 0 0.528 0.00528 170.5 5.115 477 4 2 0.05
26.7 0 0.5595 0.005595 183.5 5.505 477 4 2 0.05
26.8 0 0.5925 0.005925 198 5.94 477 4 2 0.05
26.9 0 0.645 0.00645 217 6.51 477 4 2 0.05
27 0 0.7005 0.007005 240 7.2 477 4 2 0.05
27.1 0 0.7545 0.007545 262.5 7.875 477 4 2 0.05
27.2 0 0.819 0.00819 288 8.64 477 4 2 0.05
27.3 0 0.8805 0.008805 314 9.42 477 4 2 0.05
27.4 0 0.942 0.00942 339.5 10.185 477 4 2 0.05
27.5 0 1.0035 0.010035 364.5 10.935 477 4 2 0.05
27.6 0 1.0695 0.010695 391 11.73 477 4 2 0.05
27.7 0 1.131 0.01131 416.5 12.495 477 4 2 0.05
27.8 0 1.1895 0.011895 440 13.2 477 4 2 0.05
27.9 0 1.248 0.01248 463 13.89 477 4 2 0.05
28 0 1.32 0.0132 488.5 14.655 477 4 2 0.05
28.1 0 1.398 0.01398 516 15.48 477 4 2 0.05
28.2 0 1.4685 0.014685 541.5 16.245 477 4 2 0.05
28.3 0 1.5675 0.015675 572 17.16 477 4 2 0.05
28.4 0 1.641 0.01641 599.5 17.985 477 4 2 0.05
28.5 0 1.7415 0.017415 628.5 18.855 477 4 2 0.05
28.6 0 1.8435 0.018435 661 19.83 477 4 2 0.05
28.7 0 1.9065 0.019065 684.5 20.535 477 4 2 0.05
28.8 0 1.9455 0.019455 700.5 21.015 477 4 2 0.05
28.9 0 1.968 0.01968 711.5 21.345 477 4 2 0.05
29 0 1.9845 0.019845 718.5 21.555 477 4 2 0.05
29.1 0 1.9935 0.019935 723 21.69 477 4 2 0.05
29.2 0 2.0025 0.020025 726 21.78 477 4 2 0.05
29.3 0 2.004 0.02004 728 21.84 477 4 2 0.05
29.4 0 2.0085 0.020085 729 21.87 477 4 2 0.05
29.5 0 2.0085 0.020085 730 21.9 477 4 2 0.05
29.6 0 2.0115 0.020115 730.5 21.915 477 4 2 0.05
29.7 0 2.013 0.02013 731 21.93 477 4 2 0.05
29.8 0 2.0115 0.020115 731 21.93 477 4 2 0.05
29.9 0 2.0115 0.020115 731.5 21.945 477 4 2 0.05
30 0 2.013 0.02013 731.5 21.945 477 4 2 0.05
30.1 0 2.0145 0.020145 731.5 21.945 477 4 2 0.05
30.2 0 2.013 0.02013 732 21.96 477 4 2 0.05
30.3 0 2.0145 0.020145 732 21.96 477 4 2 0.05
30.4 0 2.016 0.02016 732 21.96 477 4 2 0.05
30.5 0 2.0145 0.020145 732 21.96 477 4 2 0.05
30.6 0 2.0145 0.020145 732 21.96 477 4 2 0.05
30.7 0 2.0145 0.020145 732 21.96 477 4 2 0.05
30.8 0 2.013 0.02013 732 21.96 477 4 2 0.05
30.9 0 2.0145 0.020145 732 21.96 477 4 2 0.05
31 0 2.013 0.02013 732 21.96 477 4 2 0.05
31.1 0 2.0145 0.020145 732 21.96 477 4 2 0.05
31.2 0 2.016 0.02016 732 21.96 477 4 2 0.05
31.3 0 2.019 0.02019 732.5 21.975 477 4 2 0.05
31.4 0 2.0175 0.020175 733 21.99 477 4 2 0.05
31.5 0 2.0205 0.020205 733 21.99 477 4 2 0.05
31.6 0 2.0205 0.020205 733 21.99 477 4 2 0.05
31.7 0 2.0205 0.020205 733.5 22.005 477 4 2 0.05
31.8 0 2.022 0.02022 733.5 22.005 477 4 2 0.05
31.9 0 2.0205 0.020205 733.5 22.005 477 4 2 0.05
32 0 2.019 0.02019 733.5 22.005 477 4 2 0.05
32.1 0 2.0205 0.020205 733.5 22.005 477 4 2 0.05
32.2 0 2.0205 0.020205 733 21.99 477 4 2 0.05
32.3 0 2.019 0.02019 734 22.02 477 4 2 0.05
32.4 0 2.0205 0.020205 733.5 22.005 477 4 2 0.05
32.5 0 2.0205 0.020205 733.5 22.005 477 4 2 0.05
32.6 0 2.0205 0.020205 733.5 22.005 477 4 2 0.05
32.7 0 2.022 0.02022 733.5 22.005 477 4 2 0.05
32.8 0 2.0205 0.020205 733.5 22.005 477 4 2 0.05
32.9 0 2.0205 0.020205 734 22.02 477 4 2 0.05
33 0 2.019 0.02019 733.5 22.005 477 4 2 0.05
33.1 0 2.019 0.02019 733.5 22.005 477 4 2 0.05
33.2 0 2.019 0.02019 733.5 22.005 477 4 2 0.05
33.3 0 1.968 0.01968 729 21.87 477 4 2 0.05
33.4 0 1.9245 0.019245 723 21.69 477 4 2 0.05
33.5 0 1.8735 0.018735 716 21.48 477 4 2 0.05
33.6 0 1.8105 0.018105 706 21.18 477 4 2 0.05
33.7 0 1.749 0.01749 695.5 20.865 477 4 2 0.05
33.8 0 1.689 0.01689 684 20.52 477 4 2 0.05
33.9 0 1.6455 0.016455 673.5 20.205 477 4 2 0.05
34 0 1.5855 0.015855 661.5 19.845 477 4 2 0.05
34.1 0 1.545 0.01545 650 19.5 477 4 2 0.05
34.2 0 1.5075 0.015075 640.5 19.215 477 4 2 0.05
34.3 0 1.485 0.01485 633.5 19.005 477 4 2 0.05
34.4 0 1.4415 0.014415 623 18.69 477 4 2 0.05
34.5 0 1.395 0.01395 611.5 18.345 477 4 2 0.05
34.6 0 1.371 0.01371 603.5 18.105 477 4 2 0.05
34.7 0 1.3545 0.013545 597 17.91 477 4 2 0.05
34.8 0 1.3185 0.013185 588.5 17.655 477 4 2 0.05
34.9 0 1.2795 0.012795 577.5 17.325 477 4 2 0.05
35 0 1.2225 0.012225 563.5 16.905 477 4 2 0.05
35.1 0 1.1925 0.011925 551.5 16.545 477 4 2 0.05
35.2 0 1.1595 0.011595 542 16.26 477 4 2 0.05
35.3 0 1.131 0.01131 532.5 15.975 477 4 2 0.05
35.4 0 1.1025 0.011025 523.5 15.705 477 4 2 0.05
35.5 0 1.065 0.01065 512 15.36 477 4 2 0.05
35.6 0 1.0065 0.010065 495 14.85 477 4 2 0.05
35.7 0 0.9615 0.009615 479 14.37 477 4 2 0.05
35.8 0 0.921 0.00921 465 13.95 477 4 2 0.05
35.9 0 0.873 0.00873 449.5 13.485 477 4 2 0.05
36 0 0.8295 0.008295 433 12.99 477 4 2 0.05
36.1 0 0.771 0.00771 413 12.39 477 4 2 0.05
36.2 0 0.7065 0.007065 391 11.73 477 4 2 0.05
36.3 0 0.657 0.00657 370 11.1 477 4 2 0.05
36.4 0 0.609 0.00609 350 10.5 477 4 2 0.05
36.5 0 0.5505 0.005505 328.5 9.855 477 4 2 0.05
36.6 0 0.498 0.00498 305 9.15 477 4 2 0.05
36.7 0 0.4305 0.004305 276.5 8.295 477 4 2 0.05
36.8 0 0.4005 0.004005 259 7.77 477 4 2 0.05
36.9 0 0.3675 0.003675 244 7.32 477 4 2 0.05
37 0 0.3165 0.003165 221.5 6.645 477 4 2 0.05
37.1 0 0.2655 0.002655 197.5 5.925 477 4 2 0.05
37.2 0 0.189 0.00189 164.5 4.935 477 4 2 0.05
37.3 0 0.1215 0.001215 131.5 3.945 477 4 2 0.05
37.4 0 0.0675 0.000675 105.5 3.165 477 4 2 0.05
37.5 0 0.012 0.00012 79.5 2.385 477 4 2 0.05
37.6 0 -0.0015 -1.5E-05 64 1.92 477 4 2 0.05
37.7 0 0 0 58.5 1.755 477 4 2 0.05
37.8 0 0 0 56 1.68 477 4 2 0.05
37.9 0 0 0 55 1.65 477 4 2 0.05
38 0 0.0015 1.5E-05 54 1.62 477 4 2 0.05
38.1 0 0 0 53.5 1.605 477 4 2 0.05
38.2 0 0 0 53 1.59 477 4 2 0.05
38.3 0 0.0015 1.5E-05 53 1.59 477 4 2 0.05
38.4 0 0.0015 1.5E-05 52.5 1.575 477 4 2 0.05
38.5 0 0 0 52.5 1.575 477 4 2 0.05
38.6 0 0 0 52.5 1.575 477 4 2 0.05
38.7 0 0 0 52.5 1.575 477 4 2 0.05
38.8 0 0 0 52 1.56 477 4 2 0.05
38.9 0 0 0 52 1.56 477 4 2 0.05
39 0 0 0 52 1.56 477 4 2 0.05
39.1 0 0.0015 1.5E-05 52 1.56 477 4 2 0.05
39.2 0 0.0015 1.5E-05 52 1.56 477 4 2 0.05
39.3 0 0 0 52.5 1.575 477 4 2 0.05
